Day # of Exp,Time Period,Clock Time,Military Time,Photoperiod (hours),Temp C,Desired PAR
114,1,2:29 AM,2:29,,5.6,0
114,2,3:22 AM,3:22,,15.5,500
114,3,5:31 AM,5:31,,25.3,500
114,4,6:29 PM,18:29,,25.3,500
114,5,8:38 PM,20:38,17.27,16.0,0
114,6,9:28 PM,21:28,,6.6,0
115,1,2:29 AM,2:29,,6.6,0
115,2,2:55 AM,2:55,,12.4,500
115,3,5:11 AM,5:11,,18.2,500
115,4,6:49 PM,18:49,,18.2,500
115,5,9:05 PM,21:05,18.17,12.7,0
115,6,9:48 PM,21:48,,7.1,0
116,1,2:09 AM,2:09,,7.1,0
116,2,2:55 AM,2:55,,12.7,500
116,3,5:11 AM,5:11,,18.2,500
116,4,6:49 PM,18:49,,18.2,500
116,5,9:05 PM,21:05,18.17,13.6,0
116,6,9:48 PM,21:48,,8.9,0
117,1,2:09 AM,2:09,,8.9,0
117,2,2:55 AM,2:55,,12.6,500
117,3,5:11 AM,5:11,,16.3,500
117,4,6:49 PM,18:49,,16.3,500
117,5,9:05 PM,21:05,18.17,12.3,0
117,6,9:48 PM,21:48,,8.3,0
118,1,2:09 AM,2:09,,8.3,0
118,2,2:55 AM,2:55,,12.3,500
118,3,5:11 AM,5:11,,16.3,500
118,4,6:49 PM,18:49,,16.3,500
118,5,9:05 PM,21:05,18.17,12.5,0
118,6,9:48 PM,21:48,,8.6,0
119,1,2:09 AM,2:09,,8.6,0
119,2,2:55 AM,2:55,,16.3,500
119,3,5:11 AM,5:11,,24.0,500
119,4,6:49 PM,18:49,,24.0,500
119,5,9:05 PM,21:05,18.17,15.9,0
119,6,9:48 PM,21:48,,7.8,0
120,1,2:09 AM,2:09,,7.8,0
120,2,2:24 AM,2:24,,15.6,500
120,3,4:48 AM,4:48,,23.3,500
120,4,7:12 PM,19:12,,23.3,500
120,5,9:36 PM,21:36,19.20,16.7,0
120,6,10:12 PM,22:12,,10.0,0
121,1,1:48 AM,1:48,,10.0,0
121,2,2:24 AM,2:24,,17.5,500
121,3,4:48 AM,4:48,,24.9,500
121,4,7:12 PM,19:12,,24.9,500
121,5,9:36 PM,21:36,19.20,17.8,0
121,6,10:12 PM,22:12,,10.6,0
122,1,1:48 AM,1:48,,10.6,0
122,2,2:24 AM,2:24,,19.3,500
122,3,4:48 AM,4:48,,28.0,500
122,4,7:12 PM,19:12,,28.0,500
122,5,9:36 PM,21:36,19.20,18.4,0
122,6,10:12 PM,22:12,,8.8,0
123,1,1:48 AM,1:48,,8.8,0
123,2,2:24 AM,2:24,,15.7,500
123,3,4:48 AM,4:48,,22.5,500
123,4,7:12 PM,19:12,,22.5,500
123,5,9:36 PM,21:36,19.20,16.3,0
123,6,10:12 PM,22:12,,10.0,0
124,1,1:48 AM,1:48,,10.0,0
124,2,2:24 AM,2:24,,14.0,500
124,3,4:48 AM,4:48,,18.0,500
124,4,7:12 PM,19:12,,18.0,500
124,5,9:36 PM,21:36,19.20,13.6,0
124,6,10:12 PM,22:12,,9.2,0
125,1,1:48 AM,1:48,,9.2,0
125,2,2:10 AM,2:10,,12.7,500
125,3,4:37 AM,4:37,,16.1,500
125,4,7:23 PM,19:23,,16.1,500
125,5,9:50 PM,21:50,19.67,13.6,0
125,6,10:22 PM,22:22,,11.1,0
126,1,1:35 AM,1:35,,11.1,0
126,2,2:10 AM,2:10,,18.8,500
126,3,4:37 AM,4:37,,26.4,500
126,4,7:23 PM,19:23,,26.4,500
126,5,9:50 PM,21:50,19.67,18.3,0
126,6,10:22 PM,22:22,,10.2,0
127,1,1:35 AM,1:35,,10.2,0
127,2,2:10 AM,2:10,,19.4,500
127,3,4:37 AM,4:37,,28.5,500
127,4,7:23 PM,19:23,,28.5,500
127,5,9:50 PM,21:50,19.67,21.0,0
127,6,10:22 PM,22:22,,13.5,0
128,1,1:35 AM,1:35,,13.5,0
128,2,2:10 AM,2:10,,21.1,500
128,3,4:37 AM,4:37,,28.6,500
128,4,7:23 PM,19:23,,28.6,500
128,5,9:50 PM,21:50,19.67,19.8,0
128,6,10:22 PM,22:22,,11.0,0
129,1,1:35 AM,1:35,,11.0,0
129,2,2:10 AM,2:10,,17.7,500
129,3,4:37 AM,4:37,,24.3,500
129,4,7:23 PM,19:23,,24.3,500
129,5,9:50 PM,21:50,19.67,17.4,0
129,6,10:22 PM,22:22,,10.4,0
130,1,1:24 AM,1:24,,10.4,0
130,2,1:55 AM,1:55,,17.7,500
130,3,4:26 AM,4:26,,24.9,500
130,4,7:34 PM,19:34,,24.9,500
130,5,10:05 PM,22:05,20.17,18.2,0
130,6,10:33 PM,22:33,,11.5,0
131,1,1:24 AM,1:24,,11.5,0
131,2,1:55 AM,1:55,,17.9,500
131,3,4:26 AM,4:26,,24.3,500
131,4,7:34 PM,19:34,,24.3,500
131,5,10:05 PM,22:05,20.17,18.5,0
131,6,10:33 PM,22:33,,12.7,0
132,1,1:24 AM,1:24,,12.7,0
132,2,1:55 AM,1:55,,18.9,500
132,3,4:26 AM,4:26,,25.0,500
132,4,7:34 PM,19:34,,25.0,500
132,5,10:05 PM,22:05,20.17,17.0,0
132,6,10:33 PM,22:33,,8.9,0
133,1,1:24 AM,1:24,,8.9,0
133,2,1:55 AM,1:55,,15.2,500
133,3,4:26 AM,4:26,,21.5,500
133,4,7:34 PM,19:34,,21.5,500
133,5,10:05 PM,22:05,20.17,15.8,0
133,6,10:33 PM,22:33,,10.0,0
134,1,1:24 AM,1:24,,10.0,0
134,2,1:55 AM,1:55,,15.4,500
134,3,4:26 AM,4:26,,20.9,500
134,4,7:34 PM,19:34,,20.9,500
134,5,10:05 PM,22:05,20.17,14.9,0
134,6,10:33 PM,22:33,,9.0,0
135,1,1:24 AM,1:24,,9.0,0
135,2,1:55 AM,1:55,,16.0,500
135,3,4:26 AM,4:26,,23.0,500
135,4,7:34 PM,19:34,,23.0,500
135,5,10:05 PM,22:05,20.17,15.8,0
135,6,10:33 PM,22:33,,8.6,0
136,1,1:24 AM,1:24,,8.6,0
136,2,1:55 AM,1:55,,16.3,500
136,3,4:26 AM,4:26,,24.0,500
136,4,7:34 PM,19:34,,24.0,500
136,5,10:05 PM,22:05,20.17,16.0,0
136,6,10:33 PM,22:33,,8.0,0
137,1,1:12 AM,1:12,,8.0,0
137,2,1:40 AM,1:40,,15.1,500
137,3,4:15 AM,4:15,,22.2,500
137,4,7:45 PM,19:45,,22.2,500
137,5,10:20 PM,22:20,20.67,16.1,0
137,6,10:44 PM,22:44,,10.0,0
138,1,1:12 AM,1:12,,10.0,0
138,2,1:40 AM,1:40,,15.4,500
138,3,4:15 AM,4:15,,20.9,500
138,4,7:45 PM,19:45,,20.9,500
138,5,10:20 PM,22:20,20.67,14.2,0
138,6,10:44 PM,22:44,,7.6,0
139,1,1:12 AM,1:12,,7.6,0
139,2,1:40 AM,1:40,,13.7,500
139,3,4:15 AM,4:15,,19.8,500
139,4,7:45 PM,19:45,,19.8,500
139,5,10:20 PM,22:20,20.67,13.8,0
139,6,10:44 PM,22:44,,7.8,0
140,1,1:12 AM,1:12,,7.8,0
140,2,1:40 AM,1:40,,15.0,500
140,3,4:15 AM,4:15,,22.2,500
140,4,7:45 PM,19:45,,22.2,500
140,5,10:20 PM,22:20,20.67,16.3,0
140,6,10:44 PM,22:44,,10.3,0
141,1,1:12 AM,1:12,,10.3,0
141,2,1:40 AM,1:40,,17.0,500
141,3,4:15 AM,4:15,,23.7,500
141,4,7:45 PM,19:45,,23.7,500
141,5,10:20 PM,22:20,20.67,16.3,0
141,6,10:44 PM,22:44,,8.9,0
142,1,1:12 AM,1:12,,8.9,0
142,2,1:40 AM,1:40,,15.2,500
142,3,4:15 AM,4:15,,21.5,500
142,4,7:45 PM,19:45,,21.5,500
142,5,10:20 PM,22:20,20.67,15.4,0
142,6,10:44 PM,22:44,,9.3,0
