Day # of Exp,Time period,Clock Time,Military Time,Photoperiod (hours),Temp C,Desired PAR
104,6,7:45 PM,19:45,,12.6,0
105,1,4:13 AM,4:13,,12.6,0
105,2,5:39 AM,5:39,,17.05,400
105,3,7:15 AM,7:15,,21.5,500 to 600
105,4,4:45 PM,16:45,,21.5,400
105,5,6:21 PM,18:21,12.7,17.4,0
105,6,7:45 PM,19:45,,13.3,0
106,1,4:04 AM,4:04,,14.3,0
106,2,5:27 AM,5:27,,18.65,400
106,3,7:06 AM,7:06,,23,500 to 600
106,4,4:54 PM,16:54,,23,400
106,5,6:33 PM,18:33,13.1,18.4,0
106,6,7:54 PM,19:54,,13.8,0
107,1,4:04 AM,4:04,,13.8,0
107,2,5:27 AM,5:27,,18.45,400
107,3,7:06 AM,7:06,,23.1,500 to 600
107,4,4:54 PM,16:54,,23.1,400
107,5,6:33 PM,18:33,13.1,18.35,0
107,6,7:54 PM,19:54,,13.6,0
108,1,4:04 AM,4:04,,12.3,0
108,2,5:12 AM,5:27,,16.2,400
108,3,6:54 AM,7:06,,20.1,500 to 600
108,4,5:06 PM,16:54,,20.1,400
108,5,6:48 PM,18:33,13.1,15.5,0
108,6,8:06 PM,19:54,,10.9,0
109,1,3:54 AM,4:04,,10.9,0
109,2,5:12 AM,5:27,,14.65,400
109,3,6:54 AM,7:06,,18.4,500 to 600
109,4,5:06 PM,16:54,,18.4,400
109,5,6:48 PM,18:33,13.1,14.75,0
109,6,8:06 PM,19:54,,11.1,0
110,1,3:54 AM,4:04,,10.1,0
110,2,5:12 AM,5:27,,13.7,400
110,3,6:54 AM,7:06,,17.3,500 to 600
110,4,5:06 PM,16:54,,17.3,400
110,5,6:48 PM,18:33,13.1,13.75,0
110,6,8:06 PM,19:54,,10.2,0
111,1,3:54 AM,4:04,,10.2,0
111,2,5:12 AM,5:27,,14.15,400
111,3,6:54 AM,7:06,,18.1,500 to 600
111,4,5:06 PM,16:54,,18.1,400
111,5,6:48 PM,18:33,13.1,14,0
111,6,8:06 PM,19:54,,9.64,0
112,1,3:54 AM,4:04,,9.6375,0
112,2,5:12 AM,5:27,,14.87,400
112,3,6:54 AM,7:06,,20.1025,500 to 600
112,4,5:06 PM,16:54,,20.1025,400
112,5,6:48 PM,18:33,13.1,16.035,0
112,6,8:06 PM,19:54,,11.9675,0
113,1,3:54 AM,4:04,,11.9675,0
113,2,5:12 AM,5:27,,14.54875,400
113,3,6:54 AM,7:06,,17.13,500 to 600
113,4,5:06 PM,16:54,,17.13,400
113,5,6:48 PM,18:33,13.1,13.8925,0
113,6,8:06 PM,19:54,,10.8875,0
114,1,3:54 AM,4:04,,10.8875,0
114,2,5:12 AM,5:27,,14.6525,400
114,3,6:54 AM,7:06,,18.4175,500 to 600
114,4,5:06 PM,16:54,,18.4175,400
114,5,6:48 PM,18:33,13.1,14.78125,0
114,6,8:06 PM,19:54,,11.145,0
115,1,3:54 AM,4:04,,11.145,0
115,2,5:12 AM,5:27,,14.88125,400
115,3,6:54 AM,7:06,,18.6175,500 to 600
115,4,5:06 PM,16:54,,18.6175,400
115,5,6:48 PM,18:33,13.1,14.16125,0
115,6,8:06 PM,19:54,,9.705,0
116,1,3:54 AM,4:04,,9.705,0
116,2,5:12 AM,5:27,,14.37125,400
116,3,6:54 AM,7:06,,19.0375,500 to 600
116,4,5:06 PM,16:54,,19.0375,400
116,5,6:48 PM,18:33,13.1,16.14625,0
116,6,8:06 PM,19:54,,13.255,0
117,1,3:54 AM,4:04,,13.255,0
117,2,5:12 AM,5:27,,17.7675,400
117,3,6:54 AM,7:06,,22.28,500 to 600
117,4,5:06 PM,16:54,,22.28,400
117,5,6:48 PM,18:33,13.1,17.22625,0
117,6,8:06 PM,19:54,,11.39,0
118,1,3:54 AM,4:04,,11.39,0
118,2,5:12 AM,5:27,,15.62125,400
118,3,6:54 AM,7:06,,19.8525,500 to 600
118,4,5:06 PM,16:54,,19.8525,400
118,5,6:48 PM,18:33,13.1,16.74125,0
118,6,8:06 PM,19:54,,13.63,0
119,1,3:54 AM,4:04,,13.63,0
119,2,5:12 AM,5:27,,18.23,400
119,3,6:54 AM,7:06,,22.83,500 to 600
119,4,5:06 PM,16:54,,22.83,400
119,5,6:48 PM,18:33,13.1,17.17,0
119,6,8:06 PM,19:54,,11.51,0
120,1,3:54 AM,4:04,,11.51,0
120,2,5:12 AM,5:27,,15.49,400
120,3,6:54 AM,7:06,,19.47,500 to 600
120,4,5:06 PM,16:54,,19.47,400
120,5,6:48 PM,18:33,13.1,16.05625,0
120,6,8:06 PM,19:54,,12.6425,0
121,1,3:54 AM,4:04,,12.6425,0
121,2,5:12 AM,5:27,,15.85,400
121,3,6:54 AM,7:06,,19.0575,500 to 600
121,4,5:06 PM,16:54,,19.0575,400
121,5,6:48 PM,18:33,13.1,14.92625,0
121,6,8:06 PM,19:54,,10.795,0
122,1,3:54 AM,3:54,,11.51,0
122,2,5:12 AM,5:12,,16.0175,400
122,3,6:54 AM,6:54,,20.525,500 to 600
122,4,5:06 PM,17:06,,20.525,400
122,5,6:48 PM,18:48,13.6,16.30375,0
122,6,8:06 PM,20:06,,12.0825,0
123,1,3:54 AM,3:54,,12.0825,0
123,2,5:12 AM,5:12,,15.17,400
123,3,6:54 AM,6:54,,18.2575,500 to 600
123,4,5:06 PM,17:06,,18.2575,400
123,5,6:48 PM,18:48,13.6,15.40125,0
123,6,8:06 PM,20:06,,12.545,0
124,1,3:54 AM,3:54,,12.545,0
124,2,5:12 AM,5:12,,17.6875,400
124,3,6:54 AM,6:54,,22.83,500 to 600
124,4,5:06 PM,17:06,,22.83,400
124,5,6:48 PM,18:48,13.6,18.23,0
124,6,8:06 PM,20:06,,13.63,0
125,1,3:54 AM,3:54,,13.63,0
125,2,5:12 AM,5:12,,18.32125,400
125,3,6:54 AM,6:54,,23.0125,500 to 600
125,4,5:06 PM,17:06,,23.0125,400
125,5,6:48 PM,18:48,14,18.6525,0
125,6,8:06 PM,20:06,,14.2925,0
126,1,3:54 AM,3:54,,14.2925,0
126,2,5:12 AM,5:12,,18.695,400
126,3,6:54 AM,6:54,,23.0975,500 to 600
126,4,5:06 PM,17:06,,23.0975,400
126,5,6:48 PM,18:48,14,18.44,0
126,6,8:06 PM,20:06,,13.7825,0
127,1,3:54 AM,3:54,,13.7825,0
127,2,5:12 AM,5:12,,16.8175,400
127,3,6:54 AM,6:54,,19.8525,500 to 600
127,4,5:06 PM,17:06,,19.8525,400
127,5,6:48 PM,18:48,14,15.62125,0
127,6,8:06 PM,20:06,,11.39,0
128,1,3:54 AM,3:54,,11.39,0
128,2,5:12 AM,5:12,,16.835,400
128,3,6:54 AM,6:54,,22.28,500 to 600
128,4,5:06 PM,17:06,,22.28,400
128,5,6:48 PM,18:48,14,17.7675,0
128,6,8:06 PM,20:06,,13.255,0
129,1,3:45 AM,3:45,,13.255,0
129,2,5:00 AM,5:00,,18.135,400
129,3,6:45 AM,6:45,,23.015,500 to 600
129,4,5:15 PM,17:15,,23.015,400
129,5,7:00 PM,19:00,14,17.56625,0
129,6,8:15 PM,20:15,,12.1175,0
130,1,3:45 AM,3:45,,12.1175,0
130,2,5:00 AM,5:00,,15.9525,400
130,3,6:45 AM,6:45,,19.7875,500 to 600
130,4,5:15 PM,17:15,,19.7875,400
130,5,7:00 PM,19:00,14,16.57125,0
130,6,8:15 PM,20:15,,13.355,0
131,1,3:45 AM,3:45,,13.355,0
131,2,5:00 AM,5:00,,17.37625,400
131,3,6:45 AM,6:45,,21.3975,500 to 600
131,4,5:15 PM,17:15,,21.3975,400
131,5,7:00 PM,19:00,14,15.87625,0
131,6,8:15 PM,20:15,,10.355,0
132,1,3:45 AM,3:45,,10.355,0
132,2,5:00 AM,5:00,,14.36,400
132,3,6:45 AM,6:45,,18.365,500 to 600
132,4,5:15 PM,17:15,,18.365,400
132,5,7:00 PM,19:00,14.4,15.95625,0
132,6,8:15 PM,20:15,,13.5475,0
133,1,3:45 AM,3:45,,13.5475,0
133,2,5:00 AM,5:00,,18.62375,400
133,3,6:45 AM,6:45,,23.7,500 to 600
133,4,5:15 PM,17:15,,23.7,400
133,5,7:00 PM,19:00,14.4,19.605,0
133,6,8:15 PM,20:15,,15.51,0
134,1,3:45 AM,3:45,,15.51,0
134,2,5:00 AM,5:00,,18.99125,400
134,3,6:45 AM,6:45,,22.4725,500 to 600
134,4,5:15 PM,17:15,,22.4725,400
134,5,7:00 PM,19:00,14.4,17.74375,0
134,6,8:15 PM,20:15,,13.015,0
135,1,3:45 AM,3:45,,13.015,0
135,2,5:00 AM,5:00,,17.36875,400
135,3,6:45 AM,6:45,,21.7225,500 to 600
135,4,5:15 PM,17:15,,21.7225,400
135,5,7:00 PM,19:00,14.4,17.26125,0
135,6,8:15 PM,20:15,,12.8,0
136,1,3:36 AM,3:36,,12.8,0
136,2,4:48 AM,4:48,,17.35125,400
136,3,6:36 AM,6:36,,21.9025,500 to 600
136,4,5:24 PM,17:24,,21.9025,400
136,5,7:12 PM,19:12,14.4,17.09125,0
136,6,8:24 PM,20:24,,12.28,0
137,1,3:36 AM,3:36,,12.28,0
137,2,4:48 AM,4:48,,15.695,400
137,3,6:36 AM,6:36,,19.11,500 to 600
137,4,5:24 PM,17:24,,19.11,400
137,5,7:12 PM,19:12,14.4,16.03625,0
137,6,8:24 PM,20:24,,12.9625,0
138,1,3:36 AM,3:36,,12.9625,0
138,2,4:48 AM,4:48,,16.51125,400
138,3,6:36 AM,6:36,,20.06,500 to 600
138,4,5:24 PM,17:24,,20.06,400
138,5,7:12 PM,19:12,14.4,16.76625,0
138,6,8:24 PM,20:24,,13.4725,0
139,1,3:36 AM,3:36,,13.4725,0
139,2,4:48 AM,4:48,,17.8175,400
139,3,6:36 AM,6:36,,22.1625,500 to 600
139,4,5:24 PM,17:24,,22.1625,400
139,5,7:12 PM,19:12,14.7,17.395,0
139,6,8:24 PM,20:24,,12.6275,0
140,1,3:36 AM,3:36,,12.6275,0
140,2,4:48 AM,4:48,,18.40875,400
140,3,6:36 AM,6:36,,24.19,500 to 600
140,4,5:24 PM,17:24,,24.19,400
140,5,7:12 PM,19:12,14.7,18.6675,0
140,6,8:24 PM,20:24,,13.145,0
141,1,3:36 AM,3:36,,13.145,0
141,2,4:48 AM,4:48,,17.53375,400
141,3,6:36 AM,6:36,,21.9225,500 to 600
141,4,5:24 PM,17:24,,21.9225,400
141,5,7:12 PM,19:12,14.7,18.31375,0
141,6,8:24 PM,20:24,,14.705,0
142,1,3:36 AM,3:36,,14.705,0
142,2,4:48 AM,4:48,,18.645,400
142,3,6:36 AM,6:36,,22.585,500 to 600
142,4,5:24 PM,17:24,,22.585,400
142,5,7:12 PM,19:12,14.7,16.9025,0
142,6,8:24 PM,20:24,,11.22,0
143,1,3:28 AM,3:28,,11.22,0
143,2,4:39 AM,4:39,,18.19125,400
143,3,6:30 AM,6:30,,25.1625,500 to 600
143,4,5:30 PM,17:30,,25.1625,400
143,5,7:21 PM,19:21,14.7,19.7875,0
143,6,8:30 PM,20:30,,14.4125,0
144,1,3:28 AM,3:28,,14.4125,0
144,2,4:39 AM,4:39,,20.2575,400
144,3,6:30 AM,6:30,,26.1025,500 to 600
144,4,5:30 PM,17:30,,26.1025,400
144,5,7:21 PM,19:21,14.7,21.6075,0
144,6,8:30 PM,20:30,,17.1125,0
145,1,3:28 AM,3:28,,17.1125,0
145,2,4:39 AM,4:39,,20.795,400
145,3,6:30 AM,6:30,,24.4775,500 to 600
145,4,5:30 PM,17:30,,24.4775,400
145,5,7:21 PM,19:21,,20.895,0
145,6,8:30 PM,20:30,,17.3125,0
146,1,3:28 AM,3:28,,17.3125,0
146,2,4:39 AM,4:39,,20.09625,400
146,3,6:30 AM,6:30,,22.88,500 to 600
146,4,5:30 PM,17:30,13.6,22.88,400
146,5,7:21 PM,19:21,,18.95875,0
146,6,8:30 PM,20:30,,15.0375,0
147,1,3:28 AM,3:28,,15.0375,0
147,2,4:39 AM,4:39,,20.3675,400
147,3,6:30 AM,6:30,,25.6975,500 to 600
147,4,5:30 PM,17:30,13.6,25.6975,400
147,5,7:21 PM,19:21,,21.36125,0
147,6,8:30 PM,20:30,,17.025,0
148,1,3:28 AM,3:28,,17.025,0
148,2,4:39 AM,4:39,,21.51625,400
148,3,6:30 AM,6:30,,26.0075,500 to 600
148,4,5:30 PM,17:30,13.6,26.0075,400
148,5,7:21 PM,19:21,,21.5625,0
148,6,8:30 PM,20:30,,17.1175,0
