"day","period","time","temperature","par"
155,1,"01:26",6.9,0
155,2,"03:26",8.6,462
155,3,"05:26",10.2,462
155,4,"20:11",10.2,462
155,5,"22:11",8.1,0
155,6,"00:11",6.1,0
156,1,"01:24",6.1,0
156,2,"03:24",10,464
156,3,"05:24",13.9,464
156,4,"20:14",13.9,464
156,5,"22:14",9.7,0
156,6,"00:14",5.5,0
157,1,"01:22",5.5,0
157,2,"03:22",10.8,467
157,3,"05:22",16.2,467
157,4,"20:16",16.2,467
157,5,"22:16",11.6,0
157,6,"00:16",7,0
158,1,"01:19",7,0
158,2,"03:19",8.6,469
158,3,"05:19",10.1,469
158,4,"20:19",10.1,469
158,5,"22:19",8.8,0
158,6,"00:19",7.5,0
159,1,"01:17",7.5,0
159,2,"03:17",9.4,471
159,3,"05:17",11.3,471
159,4,"20:21",11.3,471
159,5,"22:21",9,0
159,6,"00:21",6.7,0
160,1,"01:15",6.7,0
160,2,"03:15",9.6,474
160,3,"05:15",12.5,474
160,4,"20:23",12.5,474
160,5,"22:23",9.4,0
160,6,"00:23",6.2,0
161,1,"01:13",6.2,0
161,2,"03:13",10.7,476
161,3,"05:13",15.1,476
161,4,"20:25",15.1,476
161,5,"22:25",10.9,0
161,6,"00:25",6.6,0
162,1,"01:11",6.6,0
162,2,"03:11",12.4,478
162,3,"05:11",18.1,478
162,4,"20:28",18.1,478
162,5,"22:28",13.4,0
162,6,"00:28",8.6,0
163,1,"01:10",8.6,0
163,2,"03:10",11.4,480
163,3,"05:10",14.3,480
163,4,"20:30",14.3,480
163,5,"22:30",10.7,0
163,6,"00:30",7.1,0
164,1,"01:08",7.1,0
164,2,"03:08",12.6,482
164,3,"05:08",18.2,482
164,4,"20:32",18.2,482
164,5,"22:32",12.6,0
164,6,"00:32",7,0
165,1,"01:06",7,0
165,2,"03:06",10.8,484
165,3,"05:06",14.6,484
165,4,"20:34",14.6,484
165,5,"22:34",10.8,0
165,6,"00:34",7,0
166,1,"01:05",7,0
166,2,"03:05",12,486
166,3,"05:05",17.1,486
166,4,"20:36",17.1,486
166,5,"22:36",12.2,0
166,6,"00:36",7.4,0
167,1,"01:03",7.4,0
167,2,"03:03",12,488
167,3,"05:03",16.5,488
167,4,"20:37",16.5,488
167,5,"22:37",12.1,0
167,6,"00:37",7.7,0
168,1,"01:02",7.7,0
168,2,"03:02",13.7,489
168,3,"05:02",19.7,489
168,4,"20:39",19.7,489
168,5,"22:39",14.8,0
168,6,"00:39",9.9,0
169,1,"01:00",9.9,0
169,2,"03:00",14.3,491
169,3,"05:00",18.7,491
169,4,"20:41",18.7,491
169,5,"22:41",13.6,0
169,6,"00:41",8.5,0
170,1,"00:59",8.5,0
170,2,"02:59",15.1,492
170,3,"04:59",21.8,492
170,4,"20:42",21.8,492
170,5,"22:42",16.3,0
170,6,"00:42",10.7,0
171,1,"00:58",10.7,0
171,2,"02:58",17.1,493
171,3,"04:58",23.6,493
171,4,"20:43",23.6,493
171,5,"22:43",18.1,0
171,6,"00:43",12.7,0
172,1,"00:57",12.7,0
172,2,"02:57",18.9,495
172,3,"04:57",25,495
172,4,"20:45",25,495
172,5,"22:45",19.1,0
172,6,"00:45",13.2,0
173,1,"00:56",13.2,0
173,2,"02:56",19.3,496
173,3,"04:56",25.3,496
173,4,"20:46",25.3,496
173,5,"22:46",17.7,0
173,6,"00:46",10,0
174,1,"00:56",10,0
174,2,"02:56",15.4,497
174,3,"04:56",20.9,497
174,4,"20:47",20.9,497
174,5,"22:47",13.9,0
174,6,"00:47",7,0
175,1,"00:55",7,0
175,2,"02:55",13.4,497
175,3,"04:55",19.8,497
175,4,"20:48",19.8,497
175,5,"22:48",15.9,0
175,6,"00:48",11.9,0
176,1,"00:54",11.9,0
176,2,"02:54",18.2,498
176,3,"04:54",24.4,498
176,4,"20:49",24.4,498
176,5,"22:49",18.6,0
176,6,"00:49",12.9,0
177,1,"00:54",12.9,0
177,2,"02:54",19.3,499
177,3,"04:54",25.7,499
177,4,"20:50",25.7,499
177,5,"22:50",18.8,0
177,6,"00:50",11.9,0
178,1,"00:54",11.9,0
178,2,"02:54",17.9,499
178,3,"04:54",23.9,499
178,4,"20:50",23.9,499
178,5,"22:50",19.3,0
178,6,"00:50",14.7,0
179,1,"00:54",14.7,0
179,2,"02:54",17.4,500
179,3,"04:54",20.1,500
179,4,"20:51",20.1,500
179,5,"22:51",16.7,0
179,6,"00:51",13.3,0
180,1,"00:54",13.3,0
180,2,"02:54",15.3,500
180,3,"04:54",17.4,500
180,4,"20:51",17.4,500
180,5,"22:51",14.8,0
180,6,"00:51",12.2,0
181,1,"00:54",12.2,0
181,2,"02:54",17.3,500
181,3,"04:54",22.4,500
181,4,"20:51",22.4,500
181,5,"22:51",17.2,0
181,6,"00:51",11.9,0
182,1,"00:54",11.9,0
182,2,"02:54",14,500
182,3,"04:54",16.1,500
182,4,"20:51",16.1,500
182,5,"22:51",13.7,0
182,6,"00:51",11.4,0
183,1,"00:54",11.4,0
183,2,"02:54",15.7,500
183,3,"04:54",20.1,500
183,4,"20:51",20.1,500
183,5,"22:51",15.2,0
183,6,"00:51",10.2,0
184,1,"00:55",10.2,0
184,2,"02:55",16.6,499
184,3,"04:55",23,499
184,4,"20:51",23,499
184,5,"22:51",17.6,0
184,6,"00:51",12.1,0
185,1,"00:55",12.1,0
185,2,"02:55",17,499
185,3,"04:55",21.9,499
185,4,"20:51",21.9,499
185,5,"22:51",16.7,0
185,6,"00:51",11.4,0
186,1,"00:56",11.4,0
186,2,"02:56",18.4,498
186,3,"04:56",25.4,498
186,4,"20:51",25.4,498
186,5,"22:51",18.2,0
186,6,"00:51",11.1,0
187,1,"00:57",11.1,0
187,2,"02:57",16.1,498
187,3,"04:57",21.1,498
187,4,"20:50",21.1,498
187,5,"22:50",16.7,0
187,6,"00:50",12.3,0
188,1,"00:58",12.3,0
188,2,"02:58",15,497
188,3,"04:58",17.6,497
188,4,"20:49",17.6,497
188,5,"22:49",13.5,0
188,6,"00:49",9.4,0
189,1,"00:59",9.4,0
189,2,"02:59",18.7,496
189,3,"04:59",28,496
189,4,"20:49",28,496
189,5,"22:49",19.7,0
189,6,"00:49",11.4,0
190,1,"01:00",11.4,0
190,2,"03:00",18.7,495
190,3,"05:00",26,495
190,4,"20:48",26,495
190,5,"22:48",NA,0
190,6,"00:48",NA,0
