"tub","pos","trt","climate","soil","sterile","tea","genotype"
49,7,10,"it","peat",1,"sw","It24"
49,8,10,"it","peat",1,"sw","Sw47"
66,1,10,"it","peat",1,"sw","It32"
66,2,10,"it","peat",1,"sw","Sw7"
66,3,10,"it","peat",1,"sw","It24"
66,4,10,"it","peat",1,"sw","It41"
66,5,10,"it","peat",1,"sw","It15"
66,6,10,"it","peat",1,"sw","Sw47"
66,7,10,"it","peat",1,"sw","Sw43"
66,8,10,"it","peat",1,"sw","Sw11"
14,1,11,"it","peat",1,"none","Sw47"
14,2,11,"it","peat",1,"none","Sw11"
14,3,11,"it","peat",1,"none","It32"
14,4,11,"it","peat",1,"none","Sw43"
14,5,11,"it","peat",1,"none","It41"
14,6,11,"it","peat",1,"none","It15"
14,7,11,"it","peat",1,"none","It24"
14,8,11,"it","peat",1,"none","Sw7"
10,1,11,"it","peat",1,"none","It32"
10,2,11,"it","peat",1,"none","Sw47"
10,3,11,"it","peat",1,"none","It15"
10,4,11,"it","peat",1,"none","It24"
10,5,11,"it","peat",1,"none","Sw11"
10,6,11,"it","peat",1,"none","It41"
10,7,11,"it","peat",1,"none","Sw43"
10,8,11,"it","peat",1,"none","Sw7"
62,1,11,"it","peat",1,"none","Sw11"
62,2,11,"it","peat",1,"none","Sw7"
62,3,11,"it","peat",1,"none","It15"
62,4,11,"it","peat",1,"none","It41"
62,5,11,"it","peat",1,"none","Sw47"
62,6,11,"it","peat",1,"none","It24"
62,7,11,"it","peat",1,"none","Sw43"
62,8,11,"it","peat",1,"none","It32"
43,1,11,"it","peat",1,"none","It15"
43,2,11,"it","peat",1,"none","Sw7"
43,3,11,"it","peat",1,"none","Sw11"
43,4,11,"it","peat",1,"none","It32"
43,5,11,"it","peat",1,"none","It41"
43,6,11,"it","peat",1,"none","Sw43"
43,7,11,"it","peat",1,"none","Sw47"
43,8,11,"it","peat",1,"none","It24"
78,1,11,"it","peat",1,"none","It41"
78,2,11,"it","peat",1,"none","Sw43"
78,3,11,"it","peat",1,"none","Sw11"
78,4,11,"it","peat",1,"none","Sw7"
78,5,11,"it","peat",1,"none","Sw47"
78,6,11,"it","peat",1,"none","It24"
78,7,11,"it","peat",1,"none","It15"
78,8,11,"it","peat",1,"none","It32"
32,1,11,"it","peat",1,"none","It41"
32,2,11,"it","peat",1,"none","Sw47"
32,3,11,"it","peat",1,"none","It32"
32,4,11,"it","peat",1,"none","It24"
32,5,11,"it","peat",1,"none","Sw11"
32,6,11,"it","peat",1,"none","Sw43"
32,7,11,"it","peat",1,"none","It15"
32,8,11,"it","peat",1,"none","Sw7"
77,1,11,"it","peat",1,"none","Sw11"
77,2,11,"it","peat",1,"none","Sw47"
77,3,11,"it","peat",1,"none","It24"
77,4,11,"it","peat",1,"none","It41"
77,5,11,"it","peat",1,"none","It32"
77,6,11,"it","peat",1,"none","Sw7"
77,7,11,"it","peat",1,"none","Sw43"
77,8,11,"it","peat",1,"none","It15"
58,1,11,"it","peat",1,"none","Sw7"
58,2,11,"it","peat",1,"none","It15"
58,3,11,"it","peat",1,"none","Sw43"
58,4,11,"it","peat",1,"none","Sw47"
58,5,11,"it","peat",1,"none","It32"
58,6,11,"it","peat",1,"none","It41"
58,7,11,"it","peat",1,"none","Sw11"
58,8,11,"it","peat",1,"none","It24"
103,1,12,"sw","it",0,"none","Sw7"
103,2,12,"sw","it",0,"none","Sw47"
103,3,12,"sw","it",0,"none","It15"
103,4,12,"sw","it",0,"none","It41"
103,5,12,"sw","it",0,"none","Sw11"
103,6,12,"sw","it",0,"none","Sw43"
103,7,12,"sw","it",0,"none","It24"
103,8,12,"sw","it",0,"none","It32"
117,1,12,"sw","it",0,"none","It15"
117,2,12,"sw","it",0,"none","Sw47"
117,3,12,"sw","it",0,"none","Sw43"
117,4,12,"sw","it",0,"none","It32"
117,5,12,"sw","it",0,"none","Sw11"
117,6,12,"sw","it",0,"none","Sw7"
117,7,12,"sw","it",0,"none","It41"
117,8,12,"sw","it",0,"none","It24"
135,1,12,"sw","it",0,"none","Sw7"
135,2,12,"sw","it",0,"none","Sw47"
135,3,12,"sw","it",0,"none","It24"
135,4,12,"sw","it",0,"none","It15"
135,5,12,"sw","it",0,"none","It41"
135,6,12,"sw","it",0,"none","It32"
135,7,12,"sw","it",0,"none","Sw43"
135,8,12,"sw","it",0,"none","Sw11"
167,1,12,"sw","it",0,"none","Sw11"
167,2,12,"sw","it",0,"none","It41"
167,3,12,"sw","it",0,"none","It15"
167,4,12,"sw","it",0,"none","It32"
167,5,12,"sw","it",0,"none","Sw7"
167,6,12,"sw","it",0,"none","It24"
167,7,12,"sw","it",0,"none","Sw43"
167,8,12,"sw","it",0,"none","Sw47"
102,1,12,"sw","it",0,"none","It32"
102,2,12,"sw","it",0,"none","Sw11"
102,3,12,"sw","it",0,"none","It24"
102,4,12,"sw","it",0,"none","Sw43"
102,5,12,"sw","it",0,"none","It41"
102,6,12,"sw","it",0,"none","Sw7"
102,7,12,"sw","it",0,"none","Sw47"
102,8,12,"sw","it",0,"none","It15"
124,1,12,"sw","it",0,"none","Sw43"
124,2,12,"sw","it",0,"none","Sw7"
124,3,12,"sw","it",0,"none","It15"
124,4,12,"sw","it",0,"none","It32"
124,5,12,"sw","it",0,"none","Sw11"
124,6,12,"sw","it",0,"none","It41"
124,7,12,"sw","it",0,"none","Sw47"
124,8,12,"sw","it",0,"none","It24"
94,1,12,"sw","it",0,"none","Sw11"
94,2,12,"sw","it",0,"none","Sw47"
94,3,12,"sw","it",0,"none","Sw43"
94,4,12,"sw","it",0,"none","It24"
94,5,12,"sw","it",0,"none","It15"
94,6,12,"sw","it",0,"none","Sw7"
94,7,12,"sw","it",0,"none","It32"
94,8,12,"sw","it",0,"none","It41"
173,1,12,"sw","it",0,"none","It32"
173,2,12,"sw","it",0,"none","It24"
173,3,12,"sw","it",0,"none","Sw47"
173,4,12,"sw","it",0,"none","It41"
173,5,12,"sw","it",0,"none","It15"
173,6,12,"sw","it",0,"none","Sw43"
173,7,12,"sw","it",0,"none","Sw11"
173,8,12,"sw","it",0,"none","Sw7"
93,1,13,"sw","it",1,"none","Sw11"
93,2,13,"sw","it",1,"none","It15"
93,3,13,"sw","it",1,"none","Sw7"
93,4,13,"sw","it",1,"none","Sw47"
93,5,13,"sw","it",1,"none","It24"
93,6,13,"sw","it",1,"none","It41"
93,7,13,"sw","it",1,"none","It32"
93,8,13,"sw","it",1,"none","Sw43"
147,1,13,"sw","it",1,"none","Sw11"
147,2,13,"sw","it",1,"none","It15"
147,3,13,"sw","it",1,"none","Sw7"
147,4,13,"sw","it",1,"none","Sw47"
147,5,13,"sw","it",1,"none","It41"
147,6,13,"sw","it",1,"none","Sw43"
147,7,13,"sw","it",1,"none","It24"
147,8,13,"sw","it",1,"none","It32"
109,1,13,"sw","it",1,"none","It15"
109,2,13,"sw","it",1,"none","Sw11"
109,3,13,"sw","it",1,"none","Sw47"
109,4,13,"sw","it",1,"none","It24"
109,5,13,"sw","it",1,"none","Sw7"
109,6,13,"sw","it",1,"none","It41"
109,7,13,"sw","it",1,"none","Sw43"
109,8,13,"sw","it",1,"none","It32"
123,1,13,"sw","it",1,"none","It15"
123,2,13,"sw","it",1,"none","Sw43"
123,3,13,"sw","it",1,"none","It41"
123,4,13,"sw","it",1,"none","Sw47"
123,5,13,"sw","it",1,"none","Sw11"
123,6,13,"sw","it",1,"none","It32"
123,7,13,"sw","it",1,"none","It24"
123,8,13,"sw","it",1,"none","Sw7"
168,1,13,"sw","it",1,"none","It41"
168,2,13,"sw","it",1,"none","Sw7"
168,3,13,"sw","it",1,"none","It24"
168,4,13,"sw","it",1,"none","It15"
168,5,13,"sw","it",1,"none","Sw47"
168,6,13,"sw","it",1,"none","It32"
168,7,13,"sw","it",1,"none","Sw43"
168,8,13,"sw","it",1,"none","Sw11"
107,1,13,"sw","it",1,"none","Sw7"
107,2,13,"sw","it",1,"none","Sw43"
107,3,13,"sw","it",1,"none","It32"
107,4,13,"sw","it",1,"none","It15"
107,5,13,"sw","it",1,"none","It24"
107,6,13,"sw","it",1,"none","It41"
107,7,13,"sw","it",1,"none","Sw11"
107,8,13,"sw","it",1,"none","Sw47"
134,1,13,"sw","it",1,"none","Sw47"
134,2,13,"sw","it",1,"none","Sw11"
134,3,13,"sw","it",1,"none","It41"
134,4,13,"sw","it",1,"none","It15"
134,5,13,"sw","it",1,"none","It32"
134,6,13,"sw","it",1,"none","It24"
134,7,13,"sw","it",1,"none","Sw7"
134,8,13,"sw","it",1,"none","Sw43"
101,1,13,"sw","it",1,"none","It15"
101,2,13,"sw","it",1,"none","Sw7"
101,3,13,"sw","it",1,"none","It41"
101,4,13,"sw","it",1,"none","It24"
101,5,13,"sw","it",1,"none","Sw47"
101,6,13,"sw","it",1,"none","Sw11"
101,7,13,"sw","it",1,"none","Sw43"
101,8,13,"sw","it",1,"none","It32"
98,1,14,"sw","it",1,"it","Sw47"
98,2,14,"sw","it",1,"it","Sw7"
98,3,14,"sw","it",1,"it","It32"
98,4,14,"sw","it",1,"it","It24"
98,5,14,"sw","it",1,"it","It15"
98,6,14,"sw","it",1,"it","Sw43"
98,7,14,"sw","it",1,"it","Sw11"
98,8,14,"sw","it",1,"it","It41"
148,1,14,"sw","it",1,"it","Sw47"
148,2,14,"sw","it",1,"it","It41"
148,3,14,"sw","it",1,"it","It15"
148,4,14,"sw","it",1,"it","Sw43"
148,5,14,"sw","it",1,"it","Sw11"
148,6,14,"sw","it",1,"it","It32"
148,7,14,"sw","it",1,"it","Sw7"
148,8,14,"sw","it",1,"it","It24"
97,1,14,"sw","it",1,"it","It24"
97,2,14,"sw","it",1,"it","Sw47"
97,3,14,"sw","it",1,"it","It41"
97,4,14,"sw","it",1,"it","It15"
97,5,14,"sw","it",1,"it","It32"
97,6,14,"sw","it",1,"it","Sw43"
97,7,14,"sw","it",1,"it","Sw7"
97,8,14,"sw","it",1,"it","Sw11"
95,1,14,"sw","it",1,"it","Sw7"
95,2,14,"sw","it",1,"it","It24"
95,3,14,"sw","it",1,"it","It32"
95,4,14,"sw","it",1,"it","Sw11"
95,5,14,"sw","it",1,"it","It15"
95,6,14,"sw","it",1,"it","Sw43"
95,7,14,"sw","it",1,"it","It41"
95,8,14,"sw","it",1,"it","Sw47"
115,1,14,"sw","it",1,"it","It41"
115,2,14,"sw","it",1,"it","Sw47"
115,3,14,"sw","it",1,"it","It32"
115,4,14,"sw","it",1,"it","It24"
115,5,14,"sw","it",1,"it","Sw11"
115,6,14,"sw","it",1,"it","Sw7"
115,7,14,"sw","it",1,"it","It15"
115,8,14,"sw","it",1,"it","Sw43"
145,1,14,"sw","it",1,"it","Sw7"
145,2,14,"sw","it",1,"it","It15"
145,3,14,"sw","it",1,"it","It24"
145,4,14,"sw","it",1,"it","Sw11"
145,5,14,"sw","it",1,"it","It41"
145,6,14,"sw","it",1,"it","It32"
145,7,14,"sw","it",1,"it","Sw43"
145,8,14,"sw","it",1,"it","Sw47"
125,1,14,"sw","it",1,"it","Sw47"
125,2,14,"sw","it",1,"it","It24"
125,3,14,"sw","it",1,"it","Sw11"
125,4,14,"sw","it",1,"it","It15"
125,5,14,"sw","it",1,"it","Sw7"
125,6,14,"sw","it",1,"it","It32"
125,7,14,"sw","it",1,"it","Sw43"
125,8,14,"sw","it",1,"it","It41"
174,1,14,"sw","it",1,"it","Sw47"
174,2,14,"sw","it",1,"it","It41"
174,3,14,"sw","it",1,"it","Sw7"
174,4,14,"sw","it",1,"it","It24"
174,5,14,"sw","it",1,"it","Sw43"
174,6,14,"sw","it",1,"it","It32"
174,7,14,"sw","it",1,"it","It15"
174,8,14,"sw","it",1,"it","Sw11"
154,1,15,"sw","it",1,"sw","It15"
154,2,15,"sw","it",1,"sw","Sw11"
154,3,15,"sw","it",1,"sw","It32"
154,4,15,"sw","it",1,"sw","Sw7"
154,5,15,"sw","it",1,"sw","It41"
154,6,15,"sw","it",1,"sw","It24"
154,7,15,"sw","it",1,"sw","Sw43"
154,8,15,"sw","it",1,"sw","Sw47"
164,1,15,"sw","it",1,"sw","Sw7"
164,2,15,"sw","it",1,"sw","It41"
164,3,15,"sw","it",1,"sw","Sw43"
164,4,15,"sw","it",1,"sw","It32"
164,5,15,"sw","it",1,"sw","It15"
164,6,15,"sw","it",1,"sw","It24"
164,7,15,"sw","it",1,"sw","Sw47"
164,8,15,"sw","it",1,"sw","Sw11"
99,1,15,"sw","it",1,"sw","Sw11"
99,2,15,"sw","it",1,"sw","Sw7"
99,3,15,"sw","it",1,"sw","It15"
99,4,15,"sw","it",1,"sw","It41"
99,5,15,"sw","it",1,"sw","Sw47"
99,6,15,"sw","it",1,"sw","Sw43"
99,7,15,"sw","it",1,"sw","It32"
99,8,15,"sw","it",1,"sw","It24"
143,1,15,"sw","it",1,"sw","It41"
143,2,15,"sw","it",1,"sw","Sw47"
143,3,15,"sw","it",1,"sw","It15"
143,4,15,"sw","it",1,"sw","Sw43"
143,5,15,"sw","it",1,"sw","Sw11"
143,6,15,"sw","it",1,"sw","It32"
143,7,15,"sw","it",1,"sw","Sw7"
143,8,15,"sw","it",1,"sw","It24"
144,1,15,"sw","it",1,"sw","It32"
144,2,15,"sw","it",1,"sw","It24"
144,3,15,"sw","it",1,"sw","It41"
144,4,15,"sw","it",1,"sw","Sw47"
144,5,15,"sw","it",1,"sw","It15"
144,6,15,"sw","it",1,"sw","Sw7"
144,7,15,"sw","it",1,"sw","Sw11"
144,8,15,"sw","it",1,"sw","Sw43"
170,1,15,"sw","it",1,"sw","Sw11"
170,2,15,"sw","it",1,"sw","Sw7"
170,3,15,"sw","it",1,"sw","Sw47"
170,4,15,"sw","it",1,"sw","It41"
170,5,15,"sw","it",1,"sw","It24"
170,6,15,"sw","it",1,"sw","Sw43"
170,7,15,"sw","it",1,"sw","It15"
170,8,15,"sw","it",1,"sw","It32"
152,1,15,"sw","it",1,"sw","It41"
152,2,15,"sw","it",1,"sw","Sw7"
152,3,15,"sw","it",1,"sw","It15"
152,4,15,"sw","it",1,"sw","It24"
152,5,15,"sw","it",1,"sw","It32"
152,6,15,"sw","it",1,"sw","Sw43"
152,7,15,"sw","it",1,"sw","Sw11"
152,8,15,"sw","it",1,"sw","Sw47"
159,1,15,"sw","it",1,"sw","It32"
159,2,15,"sw","it",1,"sw","It24"
159,3,15,"sw","it",1,"sw","It15"
159,4,15,"sw","it",1,"sw","Sw7"
159,5,15,"sw","it",1,"sw","Sw11"
159,6,15,"sw","it",1,"sw","Sw43"
159,7,15,"sw","it",1,"sw","It41"
159,8,15,"sw","it",1,"sw","Sw47"
156,1,16,"sw","sw",0,"none","It15"
156,2,16,"sw","sw",0,"none","It32"
156,3,16,"sw","sw",0,"none","Sw47"
156,4,16,"sw","sw",0,"none","Sw43"
156,5,16,"sw","sw",0,"none","It24"
156,6,16,"sw","sw",0,"none","Sw11"
156,7,16,"sw","sw",0,"none","It41"
156,8,16,"sw","sw",0,"none","Sw7"
96,1,16,"sw","sw",0,"none","It41"
96,2,16,"sw","sw",0,"none","Sw11"
96,3,16,"sw","sw",0,"none","Sw43"
96,4,16,"sw","sw",0,"none","Sw47"
96,5,16,"sw","sw",0,"none","It24"
96,6,16,"sw","sw",0,"none","It32"
96,7,16,"sw","sw",0,"none","It15"
96,8,16,"sw","sw",0,"none","Sw7"
161,1,16,"sw","sw",0,"none","It15"
161,2,16,"sw","sw",0,"none","Sw7"
161,3,16,"sw","sw",0,"none","It24"
161,4,16,"sw","sw",0,"none","It41"
161,5,16,"sw","sw",0,"none","It32"
161,6,16,"sw","sw",0,"none","Sw11"
161,7,16,"sw","sw",0,"none","Sw47"
161,8,16,"sw","sw",0,"none","Sw43"
171,1,16,"sw","sw",0,"none","It15"
171,2,16,"sw","sw",0,"none","It32"
171,3,16,"sw","sw",0,"none","Sw47"
171,4,16,"sw","sw",0,"none","Sw11"
171,5,16,"sw","sw",0,"none","It41"
171,6,16,"sw","sw",0,"none","Sw7"
171,7,16,"sw","sw",0,"none","It24"
171,8,16,"sw","sw",0,"none","Sw43"
163,1,16,"sw","sw",0,"none","Sw43"
163,2,16,"sw","sw",0,"none","It32"
163,3,16,"sw","sw",0,"none","Sw11"
163,4,16,"sw","sw",0,"none","It24"
163,5,16,"sw","sw",0,"none","Sw7"
163,6,16,"sw","sw",0,"none","It15"
163,7,16,"sw","sw",0,"none","It41"
163,8,16,"sw","sw",0,"none","Sw47"
176,1,16,"sw","sw",0,"none","It32"
176,2,16,"sw","sw",0,"none","Sw11"
176,3,16,"sw","sw",0,"none","Sw47"
176,4,16,"sw","sw",0,"none","It15"
176,5,16,"sw","sw",0,"none","Sw7"
176,6,16,"sw","sw",0,"none","Sw43"
176,7,16,"sw","sw",0,"none","It24"
176,8,16,"sw","sw",0,"none","It41"
130,1,16,"sw","sw",0,"none","Sw43"
130,2,16,"sw","sw",0,"none","It41"
130,3,16,"sw","sw",0,"none","Sw7"
130,4,16,"sw","sw",0,"none","Sw47"
130,5,16,"sw","sw",0,"none","It15"
130,6,16,"sw","sw",0,"none","It24"
130,7,16,"sw","sw",0,"none","It32"
130,8,16,"sw","sw",0,"none","Sw11"
158,1,16,"sw","sw",0,"none","Sw47"
158,2,16,"sw","sw",0,"none","It24"
158,3,16,"sw","sw",0,"none","It32"
158,4,16,"sw","sw",0,"none","Sw43"
158,5,16,"sw","sw",0,"none","Sw7"
158,6,16,"sw","sw",0,"none","It41"
158,7,16,"sw","sw",0,"none","Sw11"
158,8,16,"sw","sw",0,"none","It15"
104,1,17,"sw","sw",1,"none","Sw43"
104,2,17,"sw","sw",1,"none","It41"
104,3,17,"sw","sw",1,"none","It32"
104,4,17,"sw","sw",1,"none","Sw11"
104,5,17,"sw","sw",1,"none","Sw7"
104,6,17,"sw","sw",1,"none","Sw47"
104,7,17,"sw","sw",1,"none","It24"
104,8,17,"sw","sw",1,"none","It15"
122,1,17,"sw","sw",1,"none","It41"
122,2,17,"sw","sw",1,"none","It24"
122,3,17,"sw","sw",1,"none","Sw43"
122,4,17,"sw","sw",1,"none","It32"
122,5,17,"sw","sw",1,"none","It15"
122,6,17,"sw","sw",1,"none","Sw7"
122,7,17,"sw","sw",1,"none","Sw47"
122,8,17,"sw","sw",1,"none","Sw11"
165,1,17,"sw","sw",1,"none","It24"
165,2,17,"sw","sw",1,"none","Sw47"
165,3,17,"sw","sw",1,"none","It15"
165,4,17,"sw","sw",1,"none","It32"
165,5,17,"sw","sw",1,"none","Sw11"
165,6,17,"sw","sw",1,"none","Sw7"
165,7,17,"sw","sw",1,"none","It41"
165,8,17,"sw","sw",1,"none","Sw43"
129,1,17,"sw","sw",1,"none","Sw47"
129,2,17,"sw","sw",1,"none","Sw43"
129,3,17,"sw","sw",1,"none","It41"
129,4,17,"sw","sw",1,"none","It32"
129,5,17,"sw","sw",1,"none","Sw7"
129,6,17,"sw","sw",1,"none","It15"
129,7,17,"sw","sw",1,"none","It24"
129,8,17,"sw","sw",1,"none","Sw11"
160,1,17,"sw","sw",1,"none","It41"
160,2,17,"sw","sw",1,"none","It24"
160,3,17,"sw","sw",1,"none","It32"
160,4,17,"sw","sw",1,"none","Sw7"
160,5,17,"sw","sw",1,"none","It15"
160,6,17,"sw","sw",1,"none","Sw47"
160,7,17,"sw","sw",1,"none","Sw43"
160,8,17,"sw","sw",1,"none","Sw11"
157,1,17,"sw","sw",1,"none","It15"
157,2,17,"sw","sw",1,"none","Sw11"
157,3,17,"sw","sw",1,"none","It32"
157,4,17,"sw","sw",1,"none","It41"
157,5,17,"sw","sw",1,"none","It24"
157,6,17,"sw","sw",1,"none","Sw43"
157,7,17,"sw","sw",1,"none","Sw47"
157,8,17,"sw","sw",1,"none","Sw7"
169,1,17,"sw","sw",1,"none","Sw11"
169,2,17,"sw","sw",1,"none","Sw47"
169,3,17,"sw","sw",1,"none","It41"
169,4,17,"sw","sw",1,"none","It15"
169,5,17,"sw","sw",1,"none","Sw7"
169,6,17,"sw","sw",1,"none","It32"
169,7,17,"sw","sw",1,"none","It24"
169,8,17,"sw","sw",1,"none","Sw43"
111,1,17,"sw","sw",1,"none","It24"
111,2,17,"sw","sw",1,"none","Sw47"
111,3,17,"sw","sw",1,"none","Sw7"
111,4,17,"sw","sw",1,"none","It32"
111,5,17,"sw","sw",1,"none","It15"
111,6,17,"sw","sw",1,"none","Sw11"
111,7,17,"sw","sw",1,"none","Sw43"
111,8,17,"sw","sw",1,"none","It41"
151,1,18,"sw","sw",1,"sw","Sw11"
151,2,18,"sw","sw",1,"sw","Sw43"
151,3,18,"sw","sw",1,"sw","It15"
151,4,18,"sw","sw",1,"sw","It41"
151,5,18,"sw","sw",1,"sw","Sw7"
151,6,18,"sw","sw",1,"sw","Sw47"
151,7,18,"sw","sw",1,"sw","It24"
151,8,18,"sw","sw",1,"sw","It32"
132,1,18,"sw","sw",1,"sw","It15"
132,2,18,"sw","sw",1,"sw","Sw47"
132,3,18,"sw","sw",1,"sw","Sw11"
132,4,18,"sw","sw",1,"sw","It41"
132,5,18,"sw","sw",1,"sw","It24"
132,6,18,"sw","sw",1,"sw","It32"
132,7,18,"sw","sw",1,"sw","Sw7"
132,8,18,"sw","sw",1,"sw","Sw43"
140,1,18,"sw","sw",1,"sw","It41"
140,2,18,"sw","sw",1,"sw","Sw7"
140,3,18,"sw","sw",1,"sw","It15"
140,4,18,"sw","sw",1,"sw","It32"
140,5,18,"sw","sw",1,"sw","Sw11"
140,6,18,"sw","sw",1,"sw","It24"
140,7,18,"sw","sw",1,"sw","Sw47"
140,8,18,"sw","sw",1,"sw","Sw43"
118,1,18,"sw","sw",1,"sw","It32"
118,2,18,"sw","sw",1,"sw","It24"
118,3,18,"sw","sw",1,"sw","Sw43"
118,4,18,"sw","sw",1,"sw","It15"
118,5,18,"sw","sw",1,"sw","Sw11"
118,6,18,"sw","sw",1,"sw","It41"
118,7,18,"sw","sw",1,"sw","Sw47"
118,8,18,"sw","sw",1,"sw","Sw7"
120,1,18,"sw","sw",1,"sw","It24"
120,2,18,"sw","sw",1,"sw","It32"
120,3,18,"sw","sw",1,"sw","Sw47"
120,4,18,"sw","sw",1,"sw","Sw43"
120,5,18,"sw","sw",1,"sw","It15"
120,6,18,"sw","sw",1,"sw","It41"
120,7,18,"sw","sw",1,"sw","Sw11"
120,8,18,"sw","sw",1,"sw","Sw7"
116,1,18,"sw","sw",1,"sw","Sw43"
116,2,18,"sw","sw",1,"sw","It24"
116,3,18,"sw","sw",1,"sw","Sw7"
116,4,18,"sw","sw",1,"sw","It15"
116,5,18,"sw","sw",1,"sw","It32"
116,6,18,"sw","sw",1,"sw","It41"
116,7,18,"sw","sw",1,"sw","Sw11"
116,8,18,"sw","sw",1,"sw","Sw47"
149,1,18,"sw","sw",1,"sw","It15"
149,2,18,"sw","sw",1,"sw","It41"
149,3,18,"sw","sw",1,"sw","Sw11"
149,4,18,"sw","sw",1,"sw","It24"
149,5,18,"sw","sw",1,"sw","Sw47"
149,6,18,"sw","sw",1,"sw","Sw7"
149,7,18,"sw","sw",1,"sw","Sw43"
149,8,18,"sw","sw",1,"sw","It32"
100,1,18,"sw","sw",1,"sw","It41"
100,2,18,"sw","sw",1,"sw","Sw7"
100,3,18,"sw","sw",1,"sw","It32"
100,4,18,"sw","sw",1,"sw","It24"
100,5,18,"sw","sw",1,"sw","Sw47"
100,6,18,"sw","sw",1,"sw","Sw11"
100,7,18,"sw","sw",1,"sw","Sw43"
100,8,18,"sw","sw",1,"sw","It15"
177,1,19,"sw","sw",1,"it","Sw7"
177,2,19,"sw","sw",1,"it","Sw43"
177,3,19,"sw","sw",1,"it","Sw11"
177,4,19,"sw","sw",1,"it","It41"
177,5,19,"sw","sw",1,"it","It24"
177,6,19,"sw","sw",1,"it","It32"
177,7,19,"sw","sw",1,"it","Sw47"
177,8,19,"sw","sw",1,"it","It15"
112,1,19,"sw","sw",1,"it","Sw7"
112,2,19,"sw","sw",1,"it","It41"
112,3,19,"sw","sw",1,"it","Sw43"
112,4,19,"sw","sw",1,"it","It32"
112,5,19,"sw","sw",1,"it","Sw47"
112,6,19,"sw","sw",1,"it","It15"
112,7,19,"sw","sw",1,"it","It24"
112,8,19,"sw","sw",1,"it","Sw11"
108,1,19,"sw","sw",1,"it","Sw47"
108,2,19,"sw","sw",1,"it","It15"
108,3,19,"sw","sw",1,"it","It24"
108,4,19,"sw","sw",1,"it","Sw43"
108,5,19,"sw","sw",1,"it","Sw11"
108,6,19,"sw","sw",1,"it","It32"
108,7,19,"sw","sw",1,"it","It41"
108,8,19,"sw","sw",1,"it","Sw7"
126,1,19,"sw","sw",1,"it","Sw7"
126,2,19,"sw","sw",1,"it","It15"
126,3,19,"sw","sw",1,"it","It24"
126,4,19,"sw","sw",1,"it","Sw11"
126,5,19,"sw","sw",1,"it","Sw43"
126,6,19,"sw","sw",1,"it","Sw47"
126,7,19,"sw","sw",1,"it","It32"
126,8,19,"sw","sw",1,"it","It41"
91,1,19,"sw","sw",1,"it","It32"
91,2,19,"sw","sw",1,"it","Sw11"
91,3,19,"sw","sw",1,"it","It15"
91,4,19,"sw","sw",1,"it","It41"
91,5,19,"sw","sw",1,"it","Sw47"
91,6,19,"sw","sw",1,"it","Sw43"
91,7,19,"sw","sw",1,"it","It24"
91,8,19,"sw","sw",1,"it","Sw7"
133,1,19,"sw","sw",1,"it","It24"
133,2,19,"sw","sw",1,"it","It15"
133,3,19,"sw","sw",1,"it","Sw47"
133,4,19,"sw","sw",1,"it","Sw11"
133,5,19,"sw","sw",1,"it","Sw7"
133,6,19,"sw","sw",1,"it","It41"
133,7,19,"sw","sw",1,"it","Sw43"
133,8,19,"sw","sw",1,"it","It32"
172,1,19,"sw","sw",1,"it","It32"
172,2,19,"sw","sw",1,"it","Sw43"
172,3,19,"sw","sw",1,"it","It41"
172,4,19,"sw","sw",1,"it","It15"
172,5,19,"sw","sw",1,"it","Sw47"
172,6,19,"sw","sw",1,"it","Sw7"
172,7,19,"sw","sw",1,"it","It24"
172,8,19,"sw","sw",1,"it","Sw11"
127,1,19,"sw","sw",1,"it","It15"
127,2,19,"sw","sw",1,"it","It24"
127,3,19,"sw","sw",1,"it","Sw43"
127,4,19,"sw","sw",1,"it","Sw7"
127,5,19,"sw","sw",1,"it","Sw47"
127,6,19,"sw","sw",1,"it","Sw11"
127,7,19,"sw","sw",1,"it","It32"
127,8,19,"sw","sw",1,"it","It41"
162,1,20,"sw","peat",1,"it","It32"
162,2,20,"sw","peat",1,"it","Sw11"
162,3,20,"sw","peat",1,"it","It15"
162,4,20,"sw","peat",1,"it","Sw47"
162,5,20,"sw","peat",1,"it","It24"
162,6,20,"sw","peat",1,"it","It41"
162,7,20,"sw","peat",1,"it","Sw7"
162,8,20,"sw","peat",1,"it","Sw43"
119,1,20,"sw","peat",1,"it","Sw7"
119,2,20,"sw","peat",1,"it","Sw11"
119,3,20,"sw","peat",1,"it","It15"
119,4,20,"sw","peat",1,"it","It32"
119,5,20,"sw","peat",1,"it","It24"
119,6,20,"sw","peat",1,"it","Sw43"
119,7,20,"sw","peat",1,"it","Sw47"
119,8,20,"sw","peat",1,"it","It41"
155,1,20,"sw","peat",1,"it","It32"
155,2,20,"sw","peat",1,"it","Sw47"
155,3,20,"sw","peat",1,"it","It41"
155,4,20,"sw","peat",1,"it","It24"
155,5,20,"sw","peat",1,"it","It15"
155,6,20,"sw","peat",1,"it","Sw7"
155,7,20,"sw","peat",1,"it","Sw11"
155,8,20,"sw","peat",1,"it","Sw43"
136,1,20,"sw","peat",1,"it","It32"
136,2,20,"sw","peat",1,"it","Sw11"
136,3,20,"sw","peat",1,"it","It41"
136,4,20,"sw","peat",1,"it","Sw43"
136,5,20,"sw","peat",1,"it","Sw7"
