SampleID	Chamber	Soil	Wash	Genotype	Parentalline	Planted	Treatment	Fraction	Incubationtime	Replicate	Library	Microbe	Condition	Condition_microbe	Microbe_planted	Changed_chamber	Changed_soil	Changed_both	Changed_genotype
ReciprocalRevision144	Swedish	Swedish	none	Italian	It15	Planted	16	Soil	8months		9	Swedish	Control	Control_Swedish	Swedish_Italian	no	no	no	no
ReciprocalRevision145	Swedish	Swedish	Italian	Italian	It24	Planted	18	Soil	8months		9	Italian	Changed_soil_climate	Changed_soil_climate_Italian	Italian_Italian	yes	yes	yes	no
ReciprocalRevision146	Swedish	Swedish	none	Swedish	Sw7	Planted	16	Soil	8months		9	Swedish	Control	Control_Swedish	Swedish_Swedish	no	no	no	no
ReciprocalRevision147	Swedish	Swedish	Italian	Italian	It32	Planted	18	Soil	8months		9	Italian	Changed_soil_climate	Changed_soil_climate_Italian	Italian_Italian	yes	yes	yes	no
ReciprocalRevision148	Swedish	Swedish	none	Italian	It32	Planted	16	Soil	8months		9	Swedish	Control	Control_Swedish	Swedish_Italian	no	no	no	no
ReciprocalRevision149	Swedish	Swedish	Italian	Swedish	Sw11	Planted	18	Soil	8months		9	Italian	Changed_soil_climate	Changed_soil_climate_Italian	Italian_Swedish	yes	yes	yes	yes
ReciprocalRevision15	Swedish	Italian	Italian	Swedish	Sw7	Planted	14	Soil	8months		9	Italian	Repopulated_changed_climate	Repopulated_changed_climate_Italian	Italian_Unplanted	no	no	no	yes
ReciprocalRevision150	Swedish	Swedish	Swedish	Italian	It41	Planted	19	Soil	8months		9	Swedish	Repopulated	Repopulated_Swedish	Swedish_Italian	no	no	no	yes
ReciprocalRevision151	Swedish	Swedish	Swedish	Italian	It41	Planted	19	Soil	8months		9	Swedish	Repopulated	Repopulated_Swedish	Swedish_Italian	no	no	no	yes
ReciprocalRevision152	Swedish	Swedish	Italian	Italian	It24	Planted	18	Soil	8months		9	Italian	Changed_soil_climate	Changed_soil_climate_Italian	Italian_Italian	yes	yes	yes	no
ReciprocalRevision153	Swedish	Swedish	Swedish	Swedish	Sw43	Planted	19	Soil	8months		9	Swedish	Repopulated	Repopulated_Swedish	Swedish_Swedish	no	no	no	no
ReciprocalRevision154	Swedish	Swedish	none	Swedish	Sw43	Planted	16	Soil	8months		9	Swedish	Control	Control_Swedish	Swedish_Swedish	no	no	no	no
ReciprocalRevision155	Swedish	Swedish	Swedish	Swedish	Sw11	Planted	19	Soil	8months		9	Swedish	Repopulated	Repopulated_Swedish	Swedish_Swedish	no	no	no	no
ReciprocalRevision156	Italian	Italian	Italian	Italian	It24	Planted	3	Root	6months		9	Italian	Repopulated	Repopulated_Italian	Italian_Italian	no	no	no	no
ReciprocalRevision157	Italian	Swedish	none	Italian	It15	Planted	5	Root	6months		9	Swedish	Changed_climate	Changed_climate_Swedish	Swedish_Italian	yes	no	no	no
ReciprocalRevision158	Italian	Italian	Swedish	Italian	It41	Planted	4	Root	6months		9	Swedish	Changed_soil_climate	Changed_soil_climate_Swedish	Swedish_Italian	yes	yes	yes	yes
ReciprocalRevision159	Italian	Italian	Swedish	Italian	It15	Planted	4	Root	6months		9	Swedish	Changed_soil_climate	Changed_soil_climate_Swedish	Swedish_Italian	yes	yes	yes	yes
ReciprocalRevision16	Swedish	Italian	Swedish	Swedish	Sw7	Planted	15	Soil	8months		9	Swedish	Changed_soil	Changed_soil_Swedish	Swedish_Unplanted	no	yes	no	yes
ReciprocalRevision160	Italian	Italian	Italian	Italian	It41	Planted	3	Root	6months		9	Italian	Repopulated	Repopulated_Italian	Italian_Italian	no	no	no	no
ReciprocalRevision161	Italian	Italian	Italian	Swedish	Sw11	Planted	3	Root	6months		9	Italian	Repopulated	Repopulated_Italian	Italian_Swedish	no	no	no	yes
ReciprocalRevision162	Italian	Italian	Italian	Swedish	Sw47	Planted	3	Root	6months		9	Italian	Repopulated	Repopulated_Italian	Italian_Swedish	no	no	no	yes
ReciprocalRevision163	Italian	Italian	Swedish	Swedish	Sw7	Planted	4	Root	6months		9	Swedish	Changed_soil_climate	Changed_soil_climate_Swedish	Swedish_Swedish	yes	yes	yes	no
ReciprocalRevision164	Italian	Italian	none	Italian	It32	Planted	1	Root	6months		9	Italian	Control	Control_Italian	Italian_Italian	no	no	no	no
ReciprocalRevision165	Swedish	Italian	Italian	Swedish	Sw7	Planted	14	Root	8months		9	Italian	Repopulated_changed_climate	Repopulated_changed_climate_Italian	Italian_Swedish	no	no	no	yes
ReciprocalRevision166	Swedish	Italian	Swedish	Swedish	Sw7	Planted	15	Root	8months		9	Swedish	Changed_soil	Changed_soil_Swedish	Swedish_Swedish	no	yes	no	no
ReciprocalRevision167	Swedish	Italian	Swedish	Swedish	Sw	Planted	Fourth	Root	8months		9	Swedish	Changed_soil	Changed_soil_Swedish	Swedish_Swedish	no	yes	no	no
ReciprocalRevision17	Swedish	Swedish	Italian	Italian	It24	Planted	18	Soil	8months		9	Italian	Changed_soil_climate	Changed_soil_climate_Italian	Italian_Unplanted	yes	yes	yes	yes
ReciprocalRevision18	Swedish	Italian	Italian	Italian	It32	Planted	14	Soil	8months		9	Italian	Repopulated_changed_climate	Repopulated_changed_climate_Italian	Italian_Unplanted	no	no	no	yes
ReciprocalRevision19	Swedish	Swedish	Swedish	Swedish	It32	Planted	19	Soil	8months		9	Swedish	Repopulated	Repopulated_Swedish	Swedish_Unplanted	no	no	no	yes
ReciprocalRevision2	Swedish	Italian	Italian	Italian	It24	Planted	14	Soil	8months		9	Italian	Repopulated_changed_climate	Repopulated_changed_climate_Italian	Italian_Italian	no	no	no	no
ReciprocalRevision20	Swedish	Italian	none	Swedish	Sw11	Planted	12	Soil	8months		9	Italian	Changed_climate	Changed_climate_Italian	Italian_Unplanted	yes	no	no	no
ReciprocalRevision21	Swedish	Italian	Italian	Swedish	Sw7	Planted	14	Soil	8months		9	Italian	Repopulated_changed_climate	Repopulated_changed_climate_Italian	Italian_Unplanted	no	no	no	yes
ReciprocalRevision22	Swedish	Italian	none	Italian	It32	Planted	12	Soil	8months		9	Italian	Changed_climate	Changed_climate_Italian	Italian_Italian	yes	no	no	no
ReciprocalRevision23	Swedish	Swedish	Swedish	Italian	It41	Planted	19	Soil	8months		9	Swedish	Repopulated	Repopulated_Swedish	Swedish_Unplanted	no	no	no	yes
ReciprocalRevision24	Italian	Italian	Swedish	Swedish	Sw47	Planted	4	Soil	6months		9	Swedish	Changed_soil_climate	Changed_soil_climate_Swedish	Swedish_Unplanted	yes	yes	yes	yes
ReciprocalRevision25	Swedish	Swedish	Swedish	Swedish	Sw7	Planted	19	Soil	8months		9	Swedish	Repopulated	Repopulated_Swedish	Swedish_Unplanted	no	no	no	yes
ReciprocalRevision27	Swedish	Italian	Swedish	Swedish	Sw7	Planted	15	Soil	8months		9	Swedish	Changed_soil	Changed_soil_Swedish	Swedish_Unplanted	no	yes	no	yes
ReciprocalRevision28	Swedish	Italian	Swedish	Italian	It15	Planted	15	Soil	8months		9	Swedish	Changed_soil	Changed_soil_Swedish	Swedish_Unplanted	no	yes	no	yes
ReciprocalRevision29	Swedish	Italian	Swedish	Italian	It41	Planted	15	Soil	8months		9	Swedish	Changed_soil	Changed_soil_Swedish	Swedish_Unplanted	no	yes	no	yes
ReciprocalRevision3	Swedish	Italian	Italian	Italian	It41	Planted	14	Soil	8months		9	Italian	Repopulated_changed_climate	Repopulated_changed_climate_Italian	Italian_Italian	no	no	no	no
ReciprocalRevision30	Swedish	Italian	Italian	Italian	It41	Planted	14	Soil	8months		9	Italian	Repopulated_changed_climate	Repopulated_changed_climate_Italian	Italian_Unplanted	no	no	no	yes
ReciprocalRevision31	Swedish	Italian	Italian	Swedish	Sw43	Planted	14	Soil	8months		9	Italian	Repopulated_changed_climate	Repopulated_changed_climate_Italian	Italian_Unplanted	no	no	no	yes
ReciprocalRevision33	Italian	Swedish	Italian	Swedish	Sw7	Planted	7	Soil	6months		9	Italian	Changed_soil	Changed_soil_Italian	Italian_Unplanted	no	yes	no	yes
ReciprocalRevision34	Italian	Italian	Italian	Swedish	Sw43	Planted	3	Soil	6months		9	Italian	Repopulated	Repopulated_Italian	Italian_Unplanted	no	no	no	yes
ReciprocalRevision35	Italian	Italian	Italian	Swedish	Sw7	Planted	3	Soil	6months		9	Italian	Repopulated	Repopulated_Italian	Italian_Unplanted	no	no	no	yes
ReciprocalRevision36	Italian	Swedish	Swedish	Italian	It32	Planted	8	Soil	6months		9	Swedish	Repopulated_changed_climate	Repopulated_changed_climate_Swedish	Swedish_Unplanted	no	no	no	yes
ReciprocalRevision37	Italian	Italian	none	Unplanted	Unplanted	Unplanted	First	Soil	NA		9	Italian	Control	Control_Italian	Italian_Unplanted	no	no	no	no
ReciprocalRevision38	Italian	Italian	none	Swedish	Sw11	Planted	1	Soil	6months		9	Italian	Control	Control_Italian	Italian_Unplanted	no	no	no	no
ReciprocalRevision39	Italian	Italian	none	Italian	It24	Planted	1	Soil	6months		9	Italian	Control	Control_Italian	Italian_Unplanted	no	no	no	no
ReciprocalRevision4	Swedish	Italian	Italian	Swedish	Sw7	Planted	14	Soil	8months		9	Italian	Repopulated_changed_climate	Repopulated_changed_climate_Italian	Italian_Swedish	no	no	no	yes
ReciprocalRevision40	Italian	Italian	none	Swedish	Sw11	Planted	1	Soil	6months		9	Italian	Control	Control_Italian	Italian_Unplanted	no	no	no	no
ReciprocalRevision41	Italian	Italian	Swedish	Swedish	Sw11	Planted	4	Soil	6months		9	Swedish	Changed_soil_climate	Changed_soil_climate_Swedish	Swedish_Unplanted	yes	yes	yes	yes
ReciprocalRevision42	Italian	Swedish	Swedish	Swedish	Sw7	Planted	8	Soil	6months		9	Swedish	Repopulated_changed_climate	Repopulated_changed_climate_Swedish	Swedish_Unplanted	no	no	no	yes
ReciprocalRevision43	Italian	Italian	Swedish	Swedish	Sw47	Planted	4	Soil	6months		9	Swedish	Changed_soil_climate	Changed_soil_climate_Swedish	Swedish_Unplanted	yes	yes	yes	yes
ReciprocalRevision44	Italian	Swedish	Swedish	Swedish	Sw43	Planted	8	Soil	6months		9	Swedish	Repopulated_changed_climate	Repopulated_changed_climate_Swedish	Swedish_Unplanted	no	no	no	yes
ReciprocalRevision45	Italian	Swedish	Italian	Italian	It32	Planted	7	Soil	6months		9	Italian	Changed_soil	Changed_soil_Italian	Italian_Unplanted	no	yes	no	yes
ReciprocalRevision46	Italian	Swedish	Swedish	Swedish	Sw11	Planted	8	Soil	6months		9	Swedish	Repopulated_changed_climate	Repopulated_changed_climate_Swedish	Swedish_Unplanted	no	no	no	yes
ReciprocalRevision47	Italian	Italian	Swedish	Swedish	Sw43	Planted	4	Soil	6months		9	Swedish	Changed_soil_climate	Changed_soil_climate_Swedish	Swedish_Unplanted	yes	yes	yes	yes
ReciprocalRevision48	Italian	Italian	Italian	Swedish	Sw43	Planted	3	Soil	6months		9	Italian	Repopulated	Repopulated_Italian	Italian_Unplanted	no	no	no	yes
ReciprocalRevision5	Swedish	Italian	Italian	Italian	It24	Planted	14	Soil	8months		9	Italian	Repopulated_changed_climate	Repopulated_changed_climate_Italian	Italian_Italian	no	no	no	no
ReciprocalRevision50	Italian	Italian	Italian	Swedish	Sw11	Planted	3	Soil	6months		9	Italian	Repopulated	Repopulated_Italian	Italian_Unplanted	no	no	no	yes
ReciprocalRevision51	Swedish	Italian	none	Swedish	Sw11	Planted	12	Soil	8months		9	Italian	Changed_climate	Changed_climate_Italian	Italian_Swedish	yes	no	no	no
ReciprocalRevision52	Swedish	Italian	none	Italian	It15	Planted	12	Soil	8months		9	Italian	Changed_climate	Changed_climate_Italian	Italian_Italian	yes	no	no	no
ReciprocalRevision53	Swedish	Italian	none	Italian	It24	Planted	12	Soil	8months		9	Italian	Changed_climate	Changed_climate_Italian	Italian_Italian	yes	no	no	no
ReciprocalRevision54	Swedish	Italian	none	Swedish	Sw11	Planted	12	Soil	8months		9	Italian	Changed_climate	Changed_climate_Italian	Italian_Swedish	yes	no	no	no
ReciprocalRevision55	Italian	Swedish	Italian	Italian	It32	Planted	7	Soil	6months		9	Italian	Changed_soil	Changed_soil_Italian	Italian_Italian	no	yes	no	no
ReciprocalRevision56	Italian	Swedish	Swedish	Swedish	Sw47	Planted	8	Soil	6months		9	Swedish	Repopulated_changed_climate	Repopulated_changed_climate_Swedish	Swedish_Swedish	no	no	no	no
ReciprocalRevision57	Italian	Swedish	Italian	Italian	It32	Planted	7	Soil	6months		9	Italian	Changed_soil	Changed_soil_Italian	Italian_Italian	no	yes	no	no
ReciprocalRevision58	Italian	Swedish	Italian	Swedish	Sw11	Planted	7	Soil	6months		9	Italian	Changed_soil	Changed_soil_Italian	Italian_Swedish	no	yes	no	yes
ReciprocalRevision6	Swedish	Italian	Italian	Swedish	Sw43	Planted	14	Soil	8months		9	Italian	Repopulated_changed_climate	Repopulated_changed_climate_Italian	Italian_Swedish	no	no	no	yes
ReciprocalRevision60	Italian	Swedish	Italian	Swedish	Sw7	Planted	7	Soil	6months		9	Italian	Changed_soil	Changed_soil_Italian	Italian_Swedish	no	yes	no	yes
ReciprocalRevision61	Swedish	Italian	Swedish	Italian	It	Planted	Fourth	Soil	8months		9	Swedish	Changed_soil	Changed_soil_Swedish	Swedish_Italian	no	yes	no	yes
ReciprocalRevision62	Swedish	Swedish	none	Italian	It41	Planted	16	Soil	8months		9	Swedish	Control	Control_Swedish	Swedish_Italian	no	no	no	no
ReciprocalRevision63	Swedish	Italian	Swedish	Swedish	Sw11	Planted	15	Soil	8months		9	Swedish	Changed_soil	Changed_soil_Swedish	Swedish_Swedish	no	yes	no	no
ReciprocalRevision64	Swedish	Italian	Swedish	Italian	It15	Planted	15	Soil	8months		9	Swedish	Changed_soil	Changed_soil_Swedish	Swedish_Italian	no	yes	no	yes
ReciprocalRevision65	Swedish	Swedish	none	Swedish	Sw7	Planted	16	Soil	8months		9	Swedish	Control	Control_Swedish	Swedish_Swedish	no	no	no	no
ReciprocalRevision66	Swedish	Swedish	Swedish	Swedish	Sw7	Planted	19	Soil	8months		9	Swedish	Repopulated	Repopulated_Swedish	Swedish_Swedish	no	no	no	no
ReciprocalRevision67	Swedish	Italian	Swedish	Swedish	Sw11	Planted	15	Soil	8months		9	Swedish	Changed_soil	Changed_soil_Swedish	Swedish_Swedish	no	yes	no	no
ReciprocalRevision68	Swedish	Swedish	none	Swedish	Sw43	Planted	16	Soil	8months		9	Swedish	Control	Control_Swedish	Swedish_Swedish	no	no	no	no
ReciprocalRevision69	Italian	Italian	Swedish	Swedish	Sw7	Planted	4	Soil	6months		9	Swedish	Changed_soil_climate	Changed_soil_climate_Swedish	Swedish_Swedish	yes	yes	yes	no
ReciprocalRevision7	Swedish	Italian	Italian	Italian	It24	Planted	14	Soil	8months		9	Italian	Repopulated_changed_climate	Repopulated_changed_climate_Italian	Italian_Italian	no	no	no	no
ReciprocalRevision70	Italian	Italian	Swedish	Italian	It15	Planted	4	Soil	6months		9	Swedish	Changed_soil_climate	Changed_soil_climate_Swedish	Swedish_Italian	yes	yes	yes	yes
ReciprocalRevision71	Swedish	Swedish	Italian	Swedish	Sw	Planted	Fourth	Soil	8months		9	Italian	Changed_soil_climate	Changed_soil_climate_Italian	Italian_Swedish	yes	yes	yes	yes
ReciprocalRevision72	Italian	Italian	Swedish	Swedish	Sw47	Planted	4	Soil	6months		9	Swedish	Changed_soil_climate	Changed_soil_climate_Swedish	Swedish_Swedish	yes	yes	yes	no
ReciprocalRevision73	Swedish	Swedish	Italian	Swedish	Sw7	Planted	18	Soil	8months		9	Italian	Changed_soil_climate	Changed_soil_climate_Italian	Italian_Swedish	yes	yes	yes	yes
ReciprocalRevision74	Swedish	Swedish	Italian	Italian	It41	Planted	18	Soil	8months		9	Italian	Changed_soil_climate	Changed_soil_climate_Italian	Italian_Italian	yes	yes	yes	no
ReciprocalRevision75	Swedish	Swedish	Italian	Swedish	Sw11	Planted	18	Soil	8months		9	Italian	Changed_soil_climate	Changed_soil_climate_Italian	Italian_Swedish	yes	yes	yes	yes
ReciprocalRevision76	Swedish	Swedish	Italian	Italian	It32	Planted	18	Soil	8months		9	Italian	Changed_soil_climate	Changed_soil_climate_Italian	Italian_Italian	yes	yes	yes	no
ReciprocalRevision77	Swedish	Swedish	Italian	Swedish	Sw11	Planted	18	Soil	8months		9	Italian	Changed_soil_climate	Changed_soil_climate_Italian	Italian_Swedish	yes	yes	yes	yes
ReciprocalRevision78	Italian	Swedish	Swedish	Italian	It15	Planted	8	Root	6months		9	Swedish	Repopulated_changed_climate	Repopulated_changed_climate_Swedish	Swedish_Italian	no	no	no	yes
ReciprocalRevision79	Italian	Swedish	Swedish	Italian	It32	Planted	8	Root	6months		9	Swedish	Repopulated_changed_climate	Repopulated_changed_climate_Swedish	Swedish_Italian	no	no	no	yes
ReciprocalRevision8	Swedish	Italian	Italian	Italian	It32	Planted	14	Soil	8months		9	Italian	Repopulated_changed_climate	Repopulated_changed_climate_Italian	Italian_Italian	no	no	no	no
ReciprocalRevision80	Italian	Swedish	Italian	Italian	It32	Planted	7	Root	6months		9	Italian	Changed_soil	Changed_soil_Italian	Italian_Italian	no	yes	no	no
ReciprocalRevision81	Italian	Swedish	Italian	Swedish	Sw43	Planted	7	Root	6months		9	Italian	Changed_soil	Changed_soil_Italian	Italian_Swedish	no	yes	no	yes
ReciprocalRevision82	Italian	Italian	none	Swedish	Sw	Planted	First	Root	NA		9	Italian	Control	Control_Italian	Italian_Swedish	no	no	no	no
ReciprocalRevision83	Italian	Swedish	Italian	Swedish	Sw7	Planted	7	Root	6months		9	Italian	Changed_soil	Changed_soil_Italian	Italian_Swedish	no	yes	no	yes
ReciprocalRevision84	Italian	Swedish	Italian	Italian	It32	Planted	7	Root	6months		9	Italian	Changed_soil	Changed_soil_Italian	Italian_Italian	no	yes	no	no
ReciprocalRevision85	Italian	Swedish	Italian	Swedish	Sw7	Planted	7	Root	6months		9	Italian	Changed_soil	Changed_soil_Italian	Italian_Swedish	no	yes	no	yes
ReciprocalRevision86	Italian	Swedish	Italian	Italian	It24	Planted	7	Root	6months		9	Italian	Changed_soil	Changed_soil_Italian	Italian_Italian	no	yes	no	no
ReciprocalRevision87	Swedish	Italian	Italian	Swedish	Sw43	Planted	14	Root	8months		9	Italian	Repopulated_changed_climate	Repopulated_changed_climate_Italian	Italian_Swedish	no	no	no	yes
ReciprocalRevision88	Swedish	Italian	Swedish	Swedish	Sw11	Planted	15	Root	8months		9	Swedish	Changed_soil	Changed_soil_Swedish	Swedish_Swedish	no	yes	no	no
ReciprocalRevision89	Swedish	Italian	Italian	Swedish	Sw43	Planted	14	Root	8months		9	Italian	Repopulated_changed_climate	Repopulated_changed_climate_Italian	Italian_Swedish	no	no	no	yes
ReciprocalRevision9	Swedish	Italian	Italian	Italian	It41	Planted	14	Soil	8months		9	Italian	Repopulated_changed_climate	Repopulated_changed_climate_Italian	Italian_Italian	no	no	no	no
ReciprocalRevision90	Italian	Swedish	Italian	Swedish	Sw7	Planted	7	Soil	6months		9	Italian	Changed_soil	Changed_soil_Italian	Italian_Swedish	no	yes	no	yes
ReciprocalRevision91	Italian	Swedish	Swedish	Italian	It15	Planted	8	Soil	6months		9	Swedish	Repopulated_changed_climate	Repopulated_changed_climate_Swedish	Swedish_Italian	no	no	no	yes
ReciprocalRevision92	Italian	Swedish	Swedish	Italian	It32	Planted	8	Soil	6months		9	Swedish	Repopulated_changed_climate	Repopulated_changed_climate_Swedish	Swedish_Italian	no	no	no	yes
ReciprocalRevision93	Italian	Swedish	Italian	Swedish	Sw43	Planted	7	Soil	6months		9	Italian	Changed_soil	Changed_soil_Italian	Italian_Swedish	no	yes	no	yes
ReciprocalRevision94	Italian	Swedish	Italian	Italian	It24	Planted	7	Soil	6months		9	Italian	Changed_soil	Changed_soil_Italian	Italian_Italian	no	yes	no	no
ReciprocalRevision95	Italian	Swedish	Italian	Italian	It32	Planted	7	Soil	6months		9	Italian	Changed_soil	Changed_soil_Italian	Italian_Italian	no	yes	no	no
ReciprocalRevision96	Italian	Swedish	Swedish	Italian	It41	Planted	8	Soil	6months		9	Swedish	Repopulated_changed_climate	Repopulated_changed_climate_Swedish	Swedish_Italian	no	no	no	yes
ReciprocalRevision97	Italian	Swedish	Swedish	Italian	It15	Planted	8	Soil	6months		9	Swedish	Repopulated_changed_climate	Repopulated_changed_climate_Swedish	Swedish_Italian	no	no	no	yes
ReciprocalRevision98	Italian	Swedish	Swedish	Swedish	Sw47	Planted	8	Soil	6months		9	Swedish	Repopulated_changed_climate	Repopulated_changed_climate_Swedish	Swedish_Swedish	no	no	no	no
ReciprocalRevision99	Italian	Swedish	Swedish	Swedish	Sw43	Planted	8	Soil	6months		9	Swedish	Repopulated_changed_climate	Repopulated_changed_climate_Swedish	Swedish_Swedish	no	no	no	no
S.104.R	Swedish	Italian	Swedish	Swedish	Sw47	Planted	Fourth	Root	8months	2	8	Swedish	Changed_soil	Changed_soil_Swedish	Swedish_Swedish	no	yes	no	no
S.104.S	Swedish	Italian	Swedish	Swedish	Sw47	Planted	Fourth	Soil	8months	2	7	Swedish	Changed_soil	Changed_soil_Swedish	Swedish_Swedish	no	yes	no	no
S.110.S	Swedish	Swedish	Italian	Swedish	Deadplant	Planted	Fourth	Soil	8months	2	7	Italian	Changed_soil_climate	Changed_soil_climate_Italian	Italian_Swedish	yes	yes	yes	yes
S.113.R	Swedish	Italian	Swedish	Swedish	Sw7	Planted	Fourth	Root	8months	3	8	Swedish	Changed_soil	Changed_soil_Swedish	Swedish_Swedish	no	yes	no	no
S.113.S	Swedish	Italian	Swedish	Swedish	Sw7	Planted	Fourth	Soil	8months	3	7	Swedish	Changed_soil	Changed_soil_Swedish	Swedish_Swedish	no	yes	no	no
S.114.R	Swedish	Italian	None	Swedish	Sw47	Planted	First	Root	8months	2	6	Italian	Changed_climate	Changed_climate_Italian	Italian_Swedish	yes	no	no	no
S.114.S	Swedish	Italian	None	Swedish	Sw47	Planted	First	Soil	8months	2	6	Italian	Changed_climate	Changed_climate_Italian	Italian_Swedish	yes	no	no	no
S.115.S	Swedish	Swedish	Swedish	Swedish	Deadplant	Planted	Third	Soil	8months	1	7	Swedish	Repopulated	Repopulated_Swedish	Swedish_Swedish	no	no	no	no
S.119.S	Swedish	Swedish	None	Swedish	Deadplant	Planted	First	Soil	8months	2	7	Swedish	Control	Control_Swedish	Swedish_Swedish	no	no	no	no
S.131.S	Swedish	Swedish	Swedish	Swedish	Deadplant	Planted	Third	Soil	8months	2	7	Swedish	Repopulated	Repopulated_Swedish	Swedish_Swedish	no	no	no	no
S.136.S	Swedish	Swedish	None	Swedish	Deadplant	Planted	First	Soil	8months	3	7	Swedish	Control	Control_Swedish	Swedish_Swedish	no	no	no	no
S.144.S	Swedish	Swedish	Swedish	Swedish	Deadplant	Planted	Third	Soil	8months	3	8	Swedish	Repopulated	Repopulated_Swedish	Swedish_Swedish	no	no	no	no
S.15.R	Italian	Swedish	Swedish	Swedish	Sw7	Planted	Third	Root	6months	4	8	Swedish	Repopulated_changed_climate	Repopulated_changed_climate_Swedish	Swedish_Swedish	no	no	no	no
S.159.R	Swedish	Italian	None	Swedish	Sw7	Planted	First	Root	8months	3	6	Italian	Changed_climate	Changed_climate_Italian	Italian_Swedish	yes	no	no	no
S.159.S	Swedish	Italian	None	Swedish	Sw7	Planted	First	Soil	8months	3	6	Italian	Changed_climate	Changed_climate_Italian	Italian_Swedish	yes	no	no	no
S.16.R	Italian	Swedish	Italian	Swedish	Sw47	Planted	Fourth	Root	6months	1	6	Italian	Changed_soil	Changed_soil_Italian	Italian_Swedish	no	yes	no	yes
S.16.S	Italian	Swedish	Italian	Swedish	Sw47	Planted	Fourth	Soil	6months	1	6	Italian	Changed_soil	Changed_soil_Italian	Italian_Swedish	no	yes	no	yes
S.162.S	Swedish	Swedish	Italian	Swedish	Deadplant	Planted	Fourth	Soil	8months	3	8	Italian	Changed_soil_climate	Changed_soil_climate_Italian	Italian_Swedish	yes	yes	yes	yes
S.163.R	Swedish	Italian	None	Swedish	Sw47	Planted	First	Root	8months	4	6	Italian	Changed_climate	Changed_climate_Italian	Italian_Swedish	yes	no	no	no
S.163.S	Swedish	Italian	None	Swedish	Sw47	Planted	First	Soil	8months	4	6	Italian	Changed_climate	Changed_climate_Italian	Italian_Swedish	yes	no	no	no
S.169.R	Swedish	Italian	Swedish	Swedish	Sw43	Planted	Fourth	Root	8months	4	8	Swedish	Changed_soil	Changed_soil_Swedish	Swedish_Swedish	no	yes	no	no
S.169.S	Swedish	Italian	Swedish	Swedish	Sw43	Planted	Fourth	Soil	8months	4	8	Swedish	Changed_soil	Changed_soil_Swedish	Swedish_Swedish	no	yes	no	no
S.21.R	Italian	Swedish	Swedish	Swedish	Sw47	Planted	Third	Root	6months	1	8	Swedish	Repopulated_changed_climate	Repopulated_changed_climate_Swedish	Swedish_Swedish	no	no	no	no
S.24.R	Italian	Italian	Swedish	Swedish	Sw7	Planted	Fourth	Root	6months	1	6	Swedish	Changed_soil_climate	Changed_soil_climate_Swedish	Swedish_Swedish	yes	yes	yes	no
S.24.S	Italian	Italian	Swedish	Swedish	Sw7	Planted	Fourth	Soil	6months	1	6	Swedish	Changed_soil_climate	Changed_soil_climate_Swedish	Swedish_Swedish	yes	yes	yes	no
S.25.R	Italian	Swedish	None	Swedish	Sw7	Planted	First	Root	6months	1	5	Swedish	Changed_climate	Changed_climate_Swedish	Swedish_Swedish	yes	no	no	no
S.25.S	Italian	Swedish	None	Swedish	Sw7	Planted	First	Soil	6months	1	5	Swedish	Changed_climate	Changed_climate_Swedish	Swedish_Swedish	yes	no	no	no
S.27.R	Italian	Swedish	None	Swedish	Sw43	Planted	First	Root	6months	2	5	Swedish	Changed_climate	Changed_climate_Swedish	Swedish_Swedish	yes	no	no	no
S.27.S	Italian	Swedish	None	Swedish	Sw43	Planted	First	Soil	6months	2	5	Swedish	Changed_climate	Changed_climate_Swedish	Swedish_Swedish	yes	no	no	no
S.33.R	Italian	Italian	None	Swedish	Sw11	Planted	First	Root	6months	1	5	Italian	Control	Control_Italian	Italian_Swedish	no	no	no	no
S.33.S	Italian	Italian	None	Swedish	Sw11	Planted	First	Soil	6months	1	5	Italian	Control	Control_Italian	Italian_Swedish	no	no	no	no
S.35.S	Italian	Italian	Italian	Swedish	Sw47	Planted	Third	Soil	6months	4	5	Italian	Repopulated	Repopulated_Italian	Italian_Swedish	no	no	no	yes
S.36.R	Italian	Swedish	Swedish	Swedish	Sw43	Planted	Third	Root	6months	2	6	Swedish	Repopulated_changed_climate	Repopulated_changed_climate_Swedish	Swedish_Swedish	no	no	no	no
S.39.R	Italian	Swedish	Italian	Swedish	Sw47	Planted	Fourth	Root	6months	2	8	Italian	Changed_soil	Changed_soil_Italian	Italian_Swedish	no	yes	no	yes
S.39.S	Italian	Swedish	Italian	Swedish	Sw47	Planted	Fourth	Soil	6months	2	6	Italian	Changed_soil	Changed_soil_Italian	Italian_Swedish	no	yes	no	yes
S.48.R	Italian	Italian	Swedish	Swedish	Sw11	Planted	Fourth	Root	6months	2	6	Swedish	Changed_soil_climate	Changed_soil_climate_Swedish	Swedish_Swedish	yes	yes	yes	no
S.48.S	Italian	Italian	Swedish	Swedish	Sw11	Planted	Fourth	Soil	6months	2	6	Swedish	Changed_soil_climate	Changed_soil_climate_Swedish	Swedish_Swedish	yes	yes	yes	no
S.52.R	Italian	Swedish	Italian	Swedish	Sw7	Planted	Fourth	Root	6months	3	6	Italian	Changed_soil	Changed_soil_Italian	Italian_Swedish	no	yes	no	yes
S.52.S	Italian	Swedish	Italian	Swedish	Sw7	Planted	Fourth	Soil	6months	3	6	Italian	Changed_soil	Changed_soil_Italian	Italian_Swedish	no	yes	no	yes
