ASV	Sample	value	Condition	Phylum	Microbe
40e133c88a8467c8b25b8be29defcc71	ReciprocalRevision103	0.004	Repopulated	p__Mortierellomycota	Italian
b48cb383bc29d1e39b4df7f4e8179071	ReciprocalRevision103	0	Repopulated	p__Basidiomycota	Italian
0b14599add2f0b15964d880b7e099cb4	ReciprocalRevision103	0	Repopulated	p__Ascomycota	Italian
7e2ac6c4639529f3509d81027de8e37a	ReciprocalRevision104	0.317	Repopulated	p__Ascomycota	Italian
bde718847f41be286a85301fdf2cd739	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
4bfe433f48f73e43b61f3fac649b3279	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
b5d2967d5b9a6d5320b2884b42e84d31	ReciprocalRevision104	0.007	Repopulated	p__Basidiomycota	Italian
4360403cd3e59f847933844e89565fb8	ReciprocalRevision104	0.045	Repopulated	p__Ascomycota	Italian
dba491f968f41369d0f8f1e7bab61f12	ReciprocalRevision104	0.03	Repopulated	p__Ascomycota	Italian
c81138ead5fda9034aef0ba069409035	ReciprocalRevision104	0.001	Repopulated	p__Ascomycota	Italian
8c0acc44cb255ff7abff8e6b30b98338	ReciprocalRevision104	0.002	Repopulated	p__Basidiomycota	Italian
34bf7c26b2a48ce967a7388cc4e1bb0e	ReciprocalRevision104	0.091	Repopulated	p__Ascomycota	Italian
600c0240058f41079f95b6bad1a7345f	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
ba514a920775ab30d99b4faa14e62a0d	ReciprocalRevision104	0.018	Repopulated	p__Mortierellomycota	Italian
6f00d69887f47ef60560cf9b4bec6eee	ReciprocalRevision104	0.011	Repopulated	p__Mortierellomycota	Italian
baea88a71e00ef56ad86f81a931aceca	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
e31cc9ca6084798e4bab946b3c92a3d4	ReciprocalRevision104	0.014	Repopulated	p__Ascomycota	Italian
b93271b97699bdbf400e0eb32b000a45	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
b02e06eb02537fef1386fd8633e0d49a	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
77e8ce311f64d12b8eef46b8a79f166d	ReciprocalRevision104	0.003	Repopulated	p__Basidiomycota	Italian
ba14b83d3509898c8d33ee1642f84354	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
fac4e3ff623eae5ebacaf738d7c14c3d	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
e8f6a447b2d4adce7603c59d71f38404	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
89d3e068738cfef2858feacca7eddbaa	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
917d93217272ff18a847ae06f04c732a	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
7297511ec76f118be0f9753de8d817a9	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
8a3eaa5f957eb0704cb2ad7d4c583e10	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
b5daf8b2d313f578f61206a44946df43	ReciprocalRevision104	0.001	Repopulated	p__Zoopagomycota	Italian
87c664299eaba3d3ca498e7e85398b07	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
65ad4f5f4900ac8b4e08532854cada46	ReciprocalRevision104	0.006	Repopulated	p__Mortierellomycota	Italian
4f982847195ab67f4210df0afaf75069	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
be06f6343187772abaef0ed407dcf88c	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
a3d1b8f6407f5afd78fa253a1c80e42a	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
8b323ad1b3e539f3683651c168c3da7c	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
67f029a42c052785b2759360b8321948	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
a39ba8b94eacb850e45f52b3b063a462	ReciprocalRevision104	0	Repopulated	p__Basidiomycota	Italian
91ebefb29ee2cd7e8311249d0b300375	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
ca00ab029d53c553292413db8b16c35b	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
3baaa1a55f67a004e5bdf88baecff544	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
04c8fd87140635498913b0b4924b1297	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
dd1467cf8ccdaf16f626b6f02b14239e	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
e200ffaad785d18c917c21c42a9c13b4	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
662b250cf11149375fc2e2b7a3c2fbab	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
a4e748c619aa7525d6f16157eacfc4b2	ReciprocalRevision104	0	Repopulated	p__Basidiomycota	Italian
c1339e0484f40c879484b5d411839480	ReciprocalRevision104	0.001	Repopulated	p__Ascomycota	Italian
40e133c88a8467c8b25b8be29defcc71	ReciprocalRevision104	0	Repopulated	p__Mortierellomycota	Italian
b48cb383bc29d1e39b4df7f4e8179071	ReciprocalRevision104	0	Repopulated	p__Basidiomycota	Italian
0b14599add2f0b15964d880b7e099cb4	ReciprocalRevision104	0	Repopulated	p__Ascomycota	Italian
7e2ac6c4639529f3509d81027de8e37a	ReciprocalRevision105	0.697	Repopulated	p__Ascomycota	Italian
bde718847f41be286a85301fdf2cd739	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
4bfe433f48f73e43b61f3fac649b3279	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
b5d2967d5b9a6d5320b2884b42e84d31	ReciprocalRevision105	0.04	Repopulated	p__Basidiomycota	Italian
4360403cd3e59f847933844e89565fb8	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
dba491f968f41369d0f8f1e7bab61f12	ReciprocalRevision105	0.001	Repopulated	p__Ascomycota	Italian
c81138ead5fda9034aef0ba069409035	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
8c0acc44cb255ff7abff8e6b30b98338	ReciprocalRevision105	0.003	Repopulated	p__Basidiomycota	Italian
34bf7c26b2a48ce967a7388cc4e1bb0e	ReciprocalRevision105	0.009	Repopulated	p__Ascomycota	Italian
600c0240058f41079f95b6bad1a7345f	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
ba514a920775ab30d99b4faa14e62a0d	ReciprocalRevision105	0	Repopulated	p__Mortierellomycota	Italian
6f00d69887f47ef60560cf9b4bec6eee	ReciprocalRevision105	0.001	Repopulated	p__Mortierellomycota	Italian
baea88a71e00ef56ad86f81a931aceca	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
e31cc9ca6084798e4bab946b3c92a3d4	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
b93271b97699bdbf400e0eb32b000a45	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
b02e06eb02537fef1386fd8633e0d49a	ReciprocalRevision105	0.008	Repopulated	p__Ascomycota	Italian
77e8ce311f64d12b8eef46b8a79f166d	ReciprocalRevision105	0.004	Repopulated	p__Basidiomycota	Italian
ba14b83d3509898c8d33ee1642f84354	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
fac4e3ff623eae5ebacaf738d7c14c3d	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
e8f6a447b2d4adce7603c59d71f38404	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
89d3e068738cfef2858feacca7eddbaa	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
917d93217272ff18a847ae06f04c732a	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
7297511ec76f118be0f9753de8d817a9	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
8a3eaa5f957eb0704cb2ad7d4c583e10	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
b5daf8b2d313f578f61206a44946df43	ReciprocalRevision105	0	Repopulated	p__Zoopagomycota	Italian
87c664299eaba3d3ca498e7e85398b07	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
65ad4f5f4900ac8b4e08532854cada46	ReciprocalRevision105	0	Repopulated	p__Mortierellomycota	Italian
4f982847195ab67f4210df0afaf75069	ReciprocalRevision105	0.001	Repopulated	p__Ascomycota	Italian
be06f6343187772abaef0ed407dcf88c	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
a3d1b8f6407f5afd78fa253a1c80e42a	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
8b323ad1b3e539f3683651c168c3da7c	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
67f029a42c052785b2759360b8321948	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
a39ba8b94eacb850e45f52b3b063a462	ReciprocalRevision105	0	Repopulated	p__Basidiomycota	Italian
91ebefb29ee2cd7e8311249d0b300375	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
ca00ab029d53c553292413db8b16c35b	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
3baaa1a55f67a004e5bdf88baecff544	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
04c8fd87140635498913b0b4924b1297	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
dd1467cf8ccdaf16f626b6f02b14239e	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
e200ffaad785d18c917c21c42a9c13b4	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
662b250cf11149375fc2e2b7a3c2fbab	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
a4e748c619aa7525d6f16157eacfc4b2	ReciprocalRevision105	0	Repopulated	p__Basidiomycota	Italian
c1339e0484f40c879484b5d411839480	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
40e133c88a8467c8b25b8be29defcc71	ReciprocalRevision105	0	Repopulated	p__Mortierellomycota	Italian
b48cb383bc29d1e39b4df7f4e8179071	ReciprocalRevision105	0	Repopulated	p__Basidiomycota	Italian
0b14599add2f0b15964d880b7e099cb4	ReciprocalRevision105	0	Repopulated	p__Ascomycota	Italian
7e2ac6c4639529f3509d81027de8e37a	ReciprocalRevision107	0.601	Repopulated	p__Ascomycota	Italian
bde718847f41be286a85301fdf2cd739	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
4bfe433f48f73e43b61f3fac649b3279	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
b5d2967d5b9a6d5320b2884b42e84d31	ReciprocalRevision107	0.021	Repopulated	p__Basidiomycota	Italian
4360403cd3e59f847933844e89565fb8	ReciprocalRevision107	0.003	Repopulated	p__Ascomycota	Italian
dba491f968f41369d0f8f1e7bab61f12	ReciprocalRevision107	0.005	Repopulated	p__Ascomycota	Italian
c81138ead5fda9034aef0ba069409035	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
8c0acc44cb255ff7abff8e6b30b98338	ReciprocalRevision107	0.015	Repopulated	p__Basidiomycota	Italian
34bf7c26b2a48ce967a7388cc4e1bb0e	ReciprocalRevision107	0.016	Repopulated	p__Ascomycota	Italian
600c0240058f41079f95b6bad1a7345f	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
ba514a920775ab30d99b4faa14e62a0d	ReciprocalRevision107	0	Repopulated	p__Mortierellomycota	Italian
6f00d69887f47ef60560cf9b4bec6eee	ReciprocalRevision107	0.007	Repopulated	p__Mortierellomycota	Italian
baea88a71e00ef56ad86f81a931aceca	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
e31cc9ca6084798e4bab946b3c92a3d4	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
b93271b97699bdbf400e0eb32b000a45	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
b02e06eb02537fef1386fd8633e0d49a	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
77e8ce311f64d12b8eef46b8a79f166d	ReciprocalRevision107	0.003	Repopulated	p__Basidiomycota	Italian
ba14b83d3509898c8d33ee1642f84354	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
fac4e3ff623eae5ebacaf738d7c14c3d	ReciprocalRevision107	0.005	Repopulated	p__Ascomycota	Italian
e8f6a447b2d4adce7603c59d71f38404	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
89d3e068738cfef2858feacca7eddbaa	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
917d93217272ff18a847ae06f04c732a	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
7297511ec76f118be0f9753de8d817a9	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
8a3eaa5f957eb0704cb2ad7d4c583e10	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
b5daf8b2d313f578f61206a44946df43	ReciprocalRevision107	0.001	Repopulated	p__Zoopagomycota	Italian
87c664299eaba3d3ca498e7e85398b07	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
65ad4f5f4900ac8b4e08532854cada46	ReciprocalRevision107	0.001	Repopulated	p__Mortierellomycota	Italian
4f982847195ab67f4210df0afaf75069	ReciprocalRevision107	0.002	Repopulated	p__Ascomycota	Italian
be06f6343187772abaef0ed407dcf88c	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
a3d1b8f6407f5afd78fa253a1c80e42a	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
8b323ad1b3e539f3683651c168c3da7c	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
67f029a42c052785b2759360b8321948	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
a39ba8b94eacb850e45f52b3b063a462	ReciprocalRevision107	0.001	Repopulated	p__Basidiomycota	Italian
91ebefb29ee2cd7e8311249d0b300375	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
ca00ab029d53c553292413db8b16c35b	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
3baaa1a55f67a004e5bdf88baecff544	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
04c8fd87140635498913b0b4924b1297	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
dd1467cf8ccdaf16f626b6f02b14239e	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
e200ffaad785d18c917c21c42a9c13b4	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
662b250cf11149375fc2e2b7a3c2fbab	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
a4e748c619aa7525d6f16157eacfc4b2	ReciprocalRevision107	0	Repopulated	p__Basidiomycota	Italian
c1339e0484f40c879484b5d411839480	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
40e133c88a8467c8b25b8be29defcc71	ReciprocalRevision107	0	Repopulated	p__Mortierellomycota	Italian
b48cb383bc29d1e39b4df7f4e8179071	ReciprocalRevision107	0	Repopulated	p__Basidiomycota	Italian
0b14599add2f0b15964d880b7e099cb4	ReciprocalRevision107	0	Repopulated	p__Ascomycota	Italian
7e2ac6c4639529f3509d81027de8e37a	ReciprocalRevision108	0.584	Repopulated	p__Ascomycota	Italian
bde718847f41be286a85301fdf2cd739	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
4bfe433f48f73e43b61f3fac649b3279	ReciprocalRevision108	0.002	Repopulated	p__Ascomycota	Italian
b5d2967d5b9a6d5320b2884b42e84d31	ReciprocalRevision108	0.035	Repopulated	p__Basidiomycota	Italian
4360403cd3e59f847933844e89565fb8	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
dba491f968f41369d0f8f1e7bab61f12	ReciprocalRevision108	0.004	Repopulated	p__Ascomycota	Italian
c81138ead5fda9034aef0ba069409035	ReciprocalRevision108	0.004	Repopulated	p__Ascomycota	Italian
8c0acc44cb255ff7abff8e6b30b98338	ReciprocalRevision108	0.013	Repopulated	p__Basidiomycota	Italian
34bf7c26b2a48ce967a7388cc4e1bb0e	ReciprocalRevision108	0.03	Repopulated	p__Ascomycota	Italian
600c0240058f41079f95b6bad1a7345f	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
ba514a920775ab30d99b4faa14e62a0d	ReciprocalRevision108	0.004	Repopulated	p__Mortierellomycota	Italian
6f00d69887f47ef60560cf9b4bec6eee	ReciprocalRevision108	0.005	Repopulated	p__Mortierellomycota	Italian
baea88a71e00ef56ad86f81a931aceca	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
e31cc9ca6084798e4bab946b3c92a3d4	ReciprocalRevision108	0.026	Repopulated	p__Ascomycota	Italian
b93271b97699bdbf400e0eb32b000a45	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
b02e06eb02537fef1386fd8633e0d49a	ReciprocalRevision108	0.001	Repopulated	p__Ascomycota	Italian
77e8ce311f64d12b8eef46b8a79f166d	ReciprocalRevision108	0	Repopulated	p__Basidiomycota	Italian
ba14b83d3509898c8d33ee1642f84354	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
fac4e3ff623eae5ebacaf738d7c14c3d	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
e8f6a447b2d4adce7603c59d71f38404	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
89d3e068738cfef2858feacca7eddbaa	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
917d93217272ff18a847ae06f04c732a	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
7297511ec76f118be0f9753de8d817a9	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
8a3eaa5f957eb0704cb2ad7d4c583e10	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
b5daf8b2d313f578f61206a44946df43	ReciprocalRevision108	0.002	Repopulated	p__Zoopagomycota	Italian
87c664299eaba3d3ca498e7e85398b07	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
65ad4f5f4900ac8b4e08532854cada46	ReciprocalRevision108	0.003	Repopulated	p__Mortierellomycota	Italian
4f982847195ab67f4210df0afaf75069	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
be06f6343187772abaef0ed407dcf88c	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
a3d1b8f6407f5afd78fa253a1c80e42a	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
8b323ad1b3e539f3683651c168c3da7c	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
67f029a42c052785b2759360b8321948	ReciprocalRevision108	0.004	Repopulated	p__Ascomycota	Italian
a39ba8b94eacb850e45f52b3b063a462	ReciprocalRevision108	0.001	Repopulated	p__Basidiomycota	Italian
91ebefb29ee2cd7e8311249d0b300375	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
ca00ab029d53c553292413db8b16c35b	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
3baaa1a55f67a004e5bdf88baecff544	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
04c8fd87140635498913b0b4924b1297	ReciprocalRevision108	0.003	Repopulated	p__Ascomycota	Italian
dd1467cf8ccdaf16f626b6f02b14239e	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
e200ffaad785d18c917c21c42a9c13b4	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
662b250cf11149375fc2e2b7a3c2fbab	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
a4e748c619aa7525d6f16157eacfc4b2	ReciprocalRevision108	0	Repopulated	p__Basidiomycota	Italian
c1339e0484f40c879484b5d411839480	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
40e133c88a8467c8b25b8be29defcc71	ReciprocalRevision108	0	Repopulated	p__Mortierellomycota	Italian
b48cb383bc29d1e39b4df7f4e8179071	ReciprocalRevision108	0	Repopulated	p__Basidiomycota	Italian
0b14599add2f0b15964d880b7e099cb4	ReciprocalRevision108	0	Repopulated	p__Ascomycota	Italian
7e2ac6c4639529f3509d81027de8e37a	ReciprocalRevision109	0.694	Repopulated	p__Ascomycota	Italian
bde718847f41be286a85301fdf2cd739	ReciprocalRevision109	0.006	Repopulated	p__Ascomycota	Italian
4bfe433f48f73e43b61f3fac649b3279	ReciprocalRevision109	0.001	Repopulated	p__Ascomycota	Italian
b5d2967d5b9a6d5320b2884b42e84d31	ReciprocalRevision109	0.041	Repopulated	p__Basidiomycota	Italian
4360403cd3e59f847933844e89565fb8	ReciprocalRevision109	0.005	Repopulated	p__Ascomycota	Italian
dba491f968f41369d0f8f1e7bab61f12	ReciprocalRevision109	0.001	Repopulated	p__Ascomycota	Italian
c81138ead5fda9034aef0ba069409035	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
8c0acc44cb255ff7abff8e6b30b98338	ReciprocalRevision109	0.007	Repopulated	p__Basidiomycota	Italian
34bf7c26b2a48ce967a7388cc4e1bb0e	ReciprocalRevision109	0.013	Repopulated	p__Ascomycota	Italian
600c0240058f41079f95b6bad1a7345f	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
ba514a920775ab30d99b4faa14e62a0d	ReciprocalRevision109	0	Repopulated	p__Mortierellomycota	Italian
6f00d69887f47ef60560cf9b4bec6eee	ReciprocalRevision109	0.001	Repopulated	p__Mortierellomycota	Italian
baea88a71e00ef56ad86f81a931aceca	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
e31cc9ca6084798e4bab946b3c92a3d4	ReciprocalRevision109	0.012	Repopulated	p__Ascomycota	Italian
b93271b97699bdbf400e0eb32b000a45	ReciprocalRevision109	0.009	Repopulated	p__Ascomycota	Italian
b02e06eb02537fef1386fd8633e0d49a	ReciprocalRevision109	0.001	Repopulated	p__Ascomycota	Italian
77e8ce311f64d12b8eef46b8a79f166d	ReciprocalRevision109	0.003	Repopulated	p__Basidiomycota	Italian
ba14b83d3509898c8d33ee1642f84354	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
fac4e3ff623eae5ebacaf738d7c14c3d	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
e8f6a447b2d4adce7603c59d71f38404	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
89d3e068738cfef2858feacca7eddbaa	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
917d93217272ff18a847ae06f04c732a	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
7297511ec76f118be0f9753de8d817a9	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
8a3eaa5f957eb0704cb2ad7d4c583e10	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
b5daf8b2d313f578f61206a44946df43	ReciprocalRevision109	0.002	Repopulated	p__Zoopagomycota	Italian
87c664299eaba3d3ca498e7e85398b07	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
65ad4f5f4900ac8b4e08532854cada46	ReciprocalRevision109	0	Repopulated	p__Mortierellomycota	Italian
4f982847195ab67f4210df0afaf75069	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
be06f6343187772abaef0ed407dcf88c	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
a3d1b8f6407f5afd78fa253a1c80e42a	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
8b323ad1b3e539f3683651c168c3da7c	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
67f029a42c052785b2759360b8321948	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
a39ba8b94eacb850e45f52b3b063a462	ReciprocalRevision109	0	Repopulated	p__Basidiomycota	Italian
91ebefb29ee2cd7e8311249d0b300375	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
ca00ab029d53c553292413db8b16c35b	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
3baaa1a55f67a004e5bdf88baecff544	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
04c8fd87140635498913b0b4924b1297	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
dd1467cf8ccdaf16f626b6f02b14239e	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
e200ffaad785d18c917c21c42a9c13b4	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
662b250cf11149375fc2e2b7a3c2fbab	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
a4e748c619aa7525d6f16157eacfc4b2	ReciprocalRevision109	0	Repopulated	p__Basidiomycota	Italian
c1339e0484f40c879484b5d411839480	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
40e133c88a8467c8b25b8be29defcc71	ReciprocalRevision109	0	Repopulated	p__Mortierellomycota	Italian
b48cb383bc29d1e39b4df7f4e8179071	ReciprocalRevision109	0	Repopulated	p__Basidiomycota	Italian
0b14599add2f0b15964d880b7e099cb4	ReciprocalRevision109	0	Repopulated	p__Ascomycota	Italian
7e2ac6c4639529f3509d81027de8e37a	ReciprocalRevision110	0.514	Repopulated	p__Ascomycota	Italian
bde718847f41be286a85301fdf2cd739	ReciprocalRevision110	0	Repopulated	p__Ascomycota	Italian
4bfe433f48f73e43b61f3fac649b3279	ReciprocalRevision110	0	Repopulated	p__Ascomycota	Italian
b5d2967d5b9a6d5320b2884b42e84d31	ReciprocalRevision110	0.009	Repopulated	p__Basidiomycota	Italian
4360403cd3e59f847933844e89565fb8	ReciprocalRevision110	0.001	Repopulated	p__Ascomycota	Italian
dba491f968f41369d0f8f1e7bab61f12	ReciprocalRevision110	0.012	Repopulated	p__Ascomycota	Italian
c81138ead5fda9034aef0ba069409035	ReciprocalRevision110	0.002	Repopulated	p__Ascomycota	Italian
8c0acc44cb255ff7abff8e6b30b98338	ReciprocalRevision110	0.009	Repopulated	p__Basidiomycota	Italian
34bf7c26b2a48ce967a7388cc4e1bb0e	ReciprocalRevision110	0.012	Repopulated	p__Ascomycota	Italian
600c0240058f41079f95b6bad1a7345f	ReciprocalRevision110	0	Repopulated	p__Ascomycota	Italian
ba514a920775ab30d99b4faa14e62a0d	ReciprocalRevision110	0.003	Repopulated	p__Mortierellomycota	Italian
6f00d69887f47ef60560cf9b4bec6eee	ReciprocalRevision110	0.01	Repopulated	p__Mortierellomycota	Italian
baea88a71e00ef56ad86f81a931aceca	ReciprocalRevision110	0	Repopulated	p__Ascomycota	Italian
e31cc9ca6084798e4bab946b3c92a3d4	ReciprocalRevision110	0.043	Repopulated	p__Ascomycota	Italian
b93271b97699bdbf400e0eb32b000a45	ReciprocalRevision110	0.039	Repopulated	p__Ascomycota	Italian
b02e06eb02537fef1386fd8633e0d49a	ReciprocalRevision110	0.002	Repopulated	p__Ascomycota	Italian
77e8ce311f64d12b8eef46b8a79f166d	ReciprocalRevision110	0.017	Repopulated	p__Basidiomycota	Italian
ba14b83d3509898c8d33ee1642f84354	ReciprocalRevision110	0	Repopulated	p__Ascomycota	Italian
fac4e3ff623eae5ebacaf738d7c14c3d	ReciprocalRevision110	0	Repopulated	p__Ascomycota	Italian
e8f6a447b2d4adce7603c59d71f38404	ReciprocalRevision110	0	Repopulated	p__Ascomycota	Italian
89d3e068738cfef2858feacca7eddbaa	ReciprocalRevision110	0	Repopulated	p__Ascomycota	Italian
917d93217272ff18a847ae06f04c732a	ReciprocalRevision110	0	Repopulated	p__Ascomycota	Italian
7297511ec76f118be0f9753de8d817a9	ReciprocalRevision110	0	Repopulated	p__Ascomycota	Italian
8a3eaa5f957eb0704cb2ad7d4c583e10	ReciprocalRevision110	0	Repopulated	p__Ascomycota	Italian
b5daf8b2d313f578f61206a44946df43	ReciprocalRevision110	0.005	Repopulated	p__Zoopagomycota	Italian
87c664299eaba3d3ca498e7e85398b07	ReciprocalRevision110	0	Repopulated	p__Ascomycota	Italian
65ad4f5f4900ac8b4e08532854cada46	ReciprocalRevision110	0.002	Repopulated	p__Mortierellomycota	Italian
